participant_id,task,rep,phase,channel,area,hemisphere,t0_video,t1_video,dur_phase_sec,win_sec,compliance,phase_source,flat_frac,valid,is_simulated,theta_db,mu_db,beta_db,broad_db
P11,NGEED,1,PRA,Fp1,frontopolar,kiri,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-0.14869557493400265,-1.3268947745328887,-0.6661673630456022,-0.6042990960844605
P11,NGEED,1,PRA,F3,frontal,kiri,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-8.28400534779497,-6.82050538601694,-7.517715121974312,1.8729293085707823
P11,NGEED,1,PRA,C3,sentral,kiri,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-5.385513772784133,-9.486150618057529,-9.461151363651416,2.1700365473937033
P11,NGEED,1,PRA,P3,parietal,kiri,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-4.763927748158363,-4.48138121513,-4.7453653775119236,4.448866542964215
P11,NGEED,1,PRA,O1,oksipital,kiri,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-5.114740297533487,-4.487946286092754,-5.474375273552287,1.0367208295449544
P11,NGEED,1,PRA,F7,frontotemporal,kiri,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-2.620719755656836,-0.9396823552919642,-1.3131248074784132,1.287350652677759
P11,NGEED,1,PRA,T3,temporal,kiri,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-3.9313014457807505,-0.6787757256969158,-1.1471326019748425,3.036421803482547
P11,NGEED,1,PRA,T5,temporo-posterior,kiri,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-14.853391253313543,-9.873775375443191,-9.663858796473008,-2.026427545938077
P11,NGEED,1,PRA,Fp2,frontopolar,kanan,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-3.318370579787164,-3.4529769723131345,-3.28164884064768,-3.985572734786043
P11,NGEED,1,PRA,F4,frontal,kanan,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-11.529585617211758,-10.519533477384766,-7.879068790880613,-8.694675264890865
P11,NGEED,1,PRA,C4,sentral,kanan,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-6.400245100176882,-3.6158198780776054,-2.2570844835820374,-4.649500012489163
P11,NGEED,1,PRA,P4,parietal,kanan,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-3.5307402533213192,-1.865669579806145,-1.0519040863008833,-3.352593913622279
P11,NGEED,1,PRA,O2,oksipital,kanan,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-2.2050775669528093,-2.8264285519886343,-0.9756014159094306,-2.9616314634984633
P11,NGEED,1,PRA,F8,frontotemporal,kanan,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-4.980836331744904,-5.697918679382376,-4.724850677684298,-5.664193477435411
P11,NGEED,1,PRA,T4,temporal,kanan,0.973,2.973,2.0,2.0,ok,video,1.0,False,False,,,,
P11,NGEED,1,PRA,T6,temporo-posterior,kanan,0.973,2.973,2.0,2.0,ok,video,0.0,True,False,-5.047153761604598,-6.805641018818733,-5.255916962327802,-5.408689418331985
