participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P23,AGEM KANAN,2,NAIK,beta,104.43245018896214,136.62642869499464,104.43245018896214,136.62642869499464,
P23,AGEM KANAN,2,NAIK,mu,-25.567541464758747,239.59902509666333,-25.567541464758747,239.59902509666333,
P23,AGEM KANAN,2,POST,beta,1865.5422262651907,583.3282822821509,1865.5422262651907,583.3282822821509,
P23,AGEM KANAN,2,POST,mu,1664.1654291431023,666.674246600022,1664.1654291431023,666.674246600022,
P23,AGEM KANAN,2,POST,theta,2496.7572736291554,725.1416160472367,2496.7572736291554,725.1416160472367,
P23,AGEM KANAN,2,PRA,beta,236.37890171276536,803.3811118541182,236.37890171276536,803.3811118541182,
P23,AGEM KANAN,2,PRA,mu,266.05982841351306,601.3751459635588,266.05982841351306,601.3751459635588,
P23,AGEM KANAN,2,PRA,theta,193.92256910407545,705.0271182482314,193.92256910407545,705.0271182482314,
P23,AGEM KANAN,2,TAHAN,beta,46.09752034318633,-14.673870282437397,46.09752034318633,-14.673870282437397,
P23,AGEM KANAN,2,TAHAN,mu,-36.07467349132207,-44.14712664820088,-36.07467349132207,-44.14712664820088,-0.10062667682399394
P23,AGEM KANAN,2,TAHAN,theta,-51.649302655926164,-58.80297542984871,-51.649302655926164,-58.80297542984871,-0.06476709125335699
P23,AGEM KANAN,2,TURUN,beta,2117.1668602092027,383.18659887080764,2117.1668602092027,383.18659887080764,
P23,AGEM KANAN,2,TURUN,mu,1820.3411693236344,528.8615794793766,1820.3411693236344,528.8615794793766,
P23,AGEM KANAN,2,TURUN,theta,2655.166447215521,781.4415862602784,2655.166447215521,781.4415862602784,
