participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P33,AGEM KIRI,4,NAIK,beta,-99.99997033766124,49.9515638191312,49.9515638191312,-99.99997033766124,
P33,AGEM KIRI,4,NAIK,mu,-99.99925464173795,76.13405208719256,76.13405208719256,-99.99925464173795,
P33,AGEM KIRI,4,NAIK,theta,-99.99660030810094,49.42898068134159,49.42898068134159,-99.99660030810094,
P33,AGEM KIRI,4,POST,beta,2453.6096535824236,11384.571951946198,11384.571951946198,2453.6096535824236,
P33,AGEM KIRI,4,POST,mu,18786.68522595462,12572.28049453312,12572.28049453312,18786.68522595462,
P33,AGEM KIRI,4,POST,theta,19060.028717166988,19620.99370546254,19620.99370546254,19060.028717166988,
P33,AGEM KIRI,4,PRA,beta,69.90227931566353,150.2270813488492,150.2270813488492,69.90227931566353,
P33,AGEM KIRI,4,PRA,mu,302.0944981467268,273.2861582161547,273.2861582161547,302.0944981467268,
P33,AGEM KIRI,4,PRA,theta,529.8462809683474,771.891124002913,771.891124002913,529.8462809683474,
P33,AGEM KIRI,4,TURUN,beta,344.10724237948676,-54.18126819887327,-54.18126819887327,344.10724237948676,
P33,AGEM KIRI,4,TURUN,mu,236.89788191964107,-49.97498322296173,-49.97498322296173,236.89788191964107,
P33,AGEM KIRI,4,TURUN,theta,423.78975323777746,-62.59117116043657,-62.59117116043657,423.78975323777746,
