participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P27,AGEM KIRI,1,NAIK,beta,82.69966205655678,128.6304574643313,128.6304574643313,82.69966205655678,
P27,AGEM KIRI,1,NAIK,mu,191.8865034564356,83.20298990796077,83.20298990796077,191.8865034564356,
P27,AGEM KIRI,1,NAIK,theta,273.46858566734556,91.85744651124222,91.85744651124222,273.46858566734556,
P27,AGEM KIRI,1,POST,beta,511.47680036845526,511.9656654164845,511.9656654164845,511.47680036845526,
P27,AGEM KIRI,1,POST,mu,346.3313769289412,561.9256196924891,561.9256196924891,346.3313769289412,
P27,AGEM KIRI,1,POST,theta,983.9546626199534,1097.3780248484434,1097.3780248484434,983.9546626199534,
P27,AGEM KIRI,1,PRA,beta,673.1270207154903,838.0713259375525,838.0713259375525,673.1270207154903,
P27,AGEM KIRI,1,PRA,mu,161.26765179421588,691.9405368995557,691.9405368995557,161.26765179421588,
P27,AGEM KIRI,1,PRA,theta,737.2493666412317,1379.367660813647,1379.367660813647,737.2493666412317,
P27,AGEM KIRI,2,POST,beta,7459.197039496026,9800.57447108617,9800.57447108617,7459.197039496026,
P27,AGEM KIRI,2,POST,mu,2272.805941270174,21157.197412074303,21157.197412074303,2272.805941270174,
P27,AGEM KIRI,2,POST,theta,3284.16149410809,3519.423663343143,3519.423663343143,3284.16149410809,
P27,AGEM KIRI,2,PRA,beta,2854.298740241518,1224.4736881458132,1224.4736881458132,2854.298740241518,
P27,AGEM KIRI,2,PRA,mu,3450.8019362494206,2496.8496548775925,2496.8496548775925,3450.8019362494206,
P27,AGEM KIRI,2,PRA,theta,1760.291827293465,744.1416313453706,744.1416313453706,1760.291827293465,
P27,AGEM KIRI,4,NAIK,beta,5297.700572429516,2556134.3330881773,2556134.3330881773,5297.700572429516,
P27,AGEM KIRI,4,NAIK,mu,50148.69303098438,13928981.337091804,13928981.337091804,50148.69303098438,
P27,AGEM KIRI,4,NAIK,theta,13189.580112662594,17429490.746078085,17429490.746078085,13189.580112662594,
P27,AGEM KIRI,4,POST,beta,7520.342918611186,7420632.4999585245,7420632.4999585245,7520.342918611186,
P27,AGEM KIRI,4,POST,mu,51132.36326711674,30115918.506109547,30115918.506109547,51132.36326711674,
P27,AGEM KIRI,4,POST,theta,42728.26943549341,22610294.629748274,22610294.629748274,42728.26943549341,
P27,AGEM KIRI,4,PRA,beta,17911.189730361206,3853479.80617281,3853479.80617281,17911.189730361206,
P27,AGEM KIRI,4,PRA,mu,206616.66846052415,11511494.244747367,11511494.244747367,206616.66846052415,
P27,AGEM KIRI,4,PRA,theta,150629.9086904472,6207063.630371419,6207063.630371419,150629.9086904472,
P27,AGEM KIRI,4,TAHAN,beta,843.7340471527916,3068126.947323712,3068126.947323712,843.7340471527916,
P27,AGEM KIRI,4,TAHAN,mu,10187.919229764033,6283273.003536934,6283273.003536934,10187.919229764033,
P27,AGEM KIRI,4,TAHAN,theta,4737.607464594701,7387032.8189407885,7387032.8189407885,4737.607464594701,
