participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P26,AGEM KANAN,1,NAIK,beta,-19.857067467274526,132.48350684854478,-19.857067467274526,132.48350684854478,
P26,AGEM KANAN,1,NAIK,mu,182.06382105592073,526.3376471729558,182.06382105592073,526.3376471729558,
P26,AGEM KANAN,1,NAIK,theta,18.48282220889921,761.5415241927383,18.48282220889921,761.5415241927383,
P26,AGEM KANAN,1,POST,beta,212.00015227527277,121.56393969223643,212.00015227527277,121.56393969223643,
P26,AGEM KANAN,1,POST,mu,731.2847431806224,40.716621903781345,731.2847431806224,40.716621903781345,
P26,AGEM KANAN,1,POST,theta,475.0847612361591,38.78882161904948,475.0847612361591,38.78882161904948,
P26,AGEM KANAN,1,PRA,beta,278.9300964317015,-45.65712832768109,278.9300964317015,-45.65712832768109,
P26,AGEM KANAN,1,PRA,mu,669.3534493657094,-53.430244981557095,669.3534493657094,-53.430244981557095,
P26,AGEM KANAN,1,PRA,theta,1235.0519719675813,-16.817049199306997,1235.0519719675813,-16.817049199306997,
P26,AGEM KANAN,1,TAHAN,beta,-63.93877903826164,0.03591214490970322,-63.93877903826164,0.03591214490970322,
P26,AGEM KANAN,1,TAHAN,mu,-68.27886448342817,52.48391538329001,-68.27886448342817,52.48391538329001,
P26,AGEM KANAN,1,TAHAN,theta,-63.06363597834053,149.7637055077967,-63.06363597834053,149.7637055077967,
P26,AGEM KANAN,1,TURUN,beta,1.2123157006952086,-81.42932056294006,1.2123157006952086,-81.42932056294006,
P26,AGEM KANAN,1,TURUN,mu,0.5441770049626927,-90.11335937429808,0.5441770049626927,-90.11335937429808,
P26,AGEM KANAN,2,NAIK,beta,-96.20002185628732,-49.52875992311913,-96.20002185628732,-49.52875992311913,0.32026111357889286
P26,AGEM KANAN,2,NAIK,mu,-93.02541305219131,-20.94234523305506,-93.02541305219131,-20.94234523305506,0.6324864935811211
P26,AGEM KANAN,2,NAIK,theta,-68.80569133341413,-34.31340057934957,-68.80569133341413,-34.31340057934957,0.3344898613269812
P26,AGEM KANAN,2,POST,beta,-21.766820569949967,7771.666486136205,-21.766820569949967,7771.666486136205,
P26,AGEM KANAN,2,POST,mu,181.91580061207367,5325.217209444449,181.91580061207367,5325.217209444449,
P26,AGEM KANAN,2,POST,theta,666.3980060094947,9574.068552530262,666.3980060094947,9574.068552530262,
P26,AGEM KANAN,2,PRA,beta,-21.58401618846109,549.7368025487883,-21.58401618846109,549.7368025487883,
P26,AGEM KANAN,2,PRA,mu,12.441241085353223,1172.358218244775,12.441241085353223,1172.358218244775,
P26,AGEM KANAN,2,PRA,theta,98.41697868780169,1368.6680310127258,98.41697868780169,1368.6680310127258,
P26,AGEM KANAN,2,TAHAN,beta,-90.96698863035142,-83.72797587200088,-90.96698863035142,-83.72797587200088,0.04143801613842776
P26,AGEM KANAN,2,TAHAN,mu,-87.88494487105443,-80.50212803177774,-87.88494487105443,-80.50212803177774,0.04384432077833518
P26,AGEM KANAN,2,TAHAN,theta,-83.02920446940247,-86.47249498371565,-83.02920446940247,-86.47249498371565,-0.020314194638889407
P26,AGEM KANAN,2,TURUN,beta,-22.19265124051304,4966.93218535044,-22.19265124051304,4966.93218535044,
P26,AGEM KANAN,2,TURUN,mu,128.0512311471525,11228.892783780775,128.0512311471525,11228.892783780775,
P26,AGEM KANAN,2,TURUN,theta,385.75375736793796,4998.398650468412,385.75375736793796,4998.398650468412,
P26,AGEM KANAN,3,NAIK,beta,-6.37458477560657,5.000506381143539,-6.37458477560657,5.000506381143539,
P26,AGEM KANAN,3,NAIK,mu,-48.18506725107146,-34.51450733702911,-48.18506725107146,-34.51450733702911,0.16530387226453003
P26,AGEM KANAN,3,NAIK,theta,-46.23670502884199,-42.57502005879068,-46.23670502884199,-42.57502005879068,0.041229747158252346
P26,AGEM KANAN,3,POST,beta,2117.933541417468,115.09231031215579,2117.933541417468,115.09231031215579,
P26,AGEM KANAN,3,POST,mu,1705.064575745882,-36.92451910745228,1705.064575745882,-36.92451910745228,
P26,AGEM KANAN,3,POST,theta,419.9475856099629,-10.479887844265601,419.9475856099629,-10.479887844265601,
P26,AGEM KANAN,3,PRA,beta,82.91176603930457,646.1662502483996,82.91176603930457,646.1662502483996,
P26,AGEM KANAN,3,PRA,mu,-23.09271905044864,387.1740463869889,-23.09271905044864,387.1740463869889,
P26,AGEM KANAN,3,PRA,theta,-71.75319288718069,398.3881585750094,-71.75319288718069,398.3881585750094,
P26,AGEM KANAN,3,TAHAN,beta,114.87656171294746,494.32259472886824,114.87656171294746,494.32259472886824,
P26,AGEM KANAN,3,TAHAN,mu,8.972153875164699,445.0746671711068,8.972153875164699,445.0746671711068,
P26,AGEM KANAN,3,TAHAN,theta,-63.956219600856244,448.1776904321341,-63.956219600856244,448.1776904321341,
P26,AGEM KANAN,3,TURUN,beta,360.90772568063596,1197.940743107143,360.90772568063596,1197.940743107143,
P26,AGEM KANAN,3,TURUN,mu,152.44626080603936,632.5302766491831,152.44626080603936,632.5302766491831,
P26,AGEM KANAN,3,TURUN,theta,-30.268644498556142,1467.707605225368,-30.268644498556142,1467.707605225368,
P26,AGEM KANAN,4,NAIK,beta,-45.834960240836004,15.10860988329151,-45.834960240836004,15.10860988329151,
P26,AGEM KANAN,4,NAIK,mu,41.301642073552074,-5.62105231291971,41.301642073552074,-5.62105231291971,
P26,AGEM KANAN,4,NAIK,theta,-33.97552824885962,-39.81345442627922,-33.97552824885962,-39.81345442627922,-0.07911650175638663
P26,AGEM KANAN,4,POST,beta,1074.9420091638056,1592.6965654375272,1074.9420091638056,1592.6965654375272,
P26,AGEM KANAN,4,POST,mu,1516.1908412319424,2752.096076914738,1516.1908412319424,2752.096076914738,
