participant_id,is_simulated,baseline_sec,blink_per_min,rest_theta_occ,rest_alpha_occ,rest_beta_occ,rest_n_win_occ,rest_theta_par,rest_alpha_par,rest_beta_par,rest_n_win_par,rest_theta_sm,rest_alpha_sm,rest_beta_sm,rest_n_win_sm,rest_theta_front,rest_alpha_front,rest_beta_front,rest_n_win_front,rest_theta_alpha_ratio,iaf_occ_rest,iaf_par_rest,rest_exponent_occ,rest_exponent_par,rest_exponent_sm,rest_exponent_front
P04,False,60.0,22.0,0.16081156032084115,0.09160207172248258,0.1715222056308545,23,0.170412227937132,0.07679848129847693,0.10331868532205403,44,0.17733659222828516,0.07883392864131766,0.07995115522134115,48,0.22984058741693436,0.09862858183757038,0.12372115343096725,46,0.6369907731918029,,,1.3434110656140985,1.6781379185695438,2.073847528211514,1.6981184032762628
