participant_id,is_simulated,coverage_EO,sec_available_EO,ptp_median_EO,coverage_EC,sec_available_EC,ptp_median_EC,alpha_occ_EC,alpha_occ_EC_n_win,mu_sm_EC,mu_sm_EC_n_win,mu_sm_EO,mu_sm_EO_n_win,theta_front_EC,theta_front_EC_n_win,beta_sm_EO,beta_sm_EO_n_win,beta_sm_EC,beta_sm_EC_n_win,alpha_par_EC,alpha_par_EC_n_win,alpha_reactivity_EC_EO,theta_alpha_ratio_EC,iaf_occ_EC,iaf_par_EC,interpolated_channels
P02,False,1.0,28.0,Fp1:98;Fp2:59;F3:92;F4:53;C3:196;C4:84;P3:186;P4:114;O1:74;O2:76;F7:163;F8:67;T3:98;T4:61;T5:86;T6:65,0.124,2.0,Fp1:69;Fp2:75;F3:99;F4:47;C3:238;C4:60;P3:216;P4:78;O1:86;O2:69;F7:194;F8:48;T3:53;T4:37;T5:63;T6:41,0.059889548299074884,1,,0,0.10972127167456922,6,0.20251991286837523,1,0.0716097313558873,6,,0,,0,0.48173278903728106,2.72019443096634,,,P3;P4
