participant_id,is_simulated,coverage_EO,sec_available_EO,ptp_median_EO,coverage_EC,sec_available_EC,ptp_median_EC,alpha_occ_EC,alpha_occ_EC_n_win,mu_sm_EC,mu_sm_EC_n_win,mu_sm_EO,mu_sm_EO_n_win,theta_front_EC,theta_front_EC_n_win,beta_sm_EO,beta_sm_EO_n_win,beta_sm_EC,beta_sm_EC_n_win,alpha_par_EC,alpha_par_EC_n_win,alpha_reactivity_EC_EO,theta_alpha_ratio_EC,iaf_occ_EC,iaf_par_EC,interpolated_channels
P35,False,1.0,28.0,Fp1:101;Fp2:81;F3:126;F4:86;C3:126;C4:120;P3:118;P4:124;O1:164;O2:121;F7:118;F8:122;T3:150;T4:138;T5:126;T6:109,0.955,27.0,Fp1:114;Fp2:115;F3:174;F4:121;C3:163;C4:159;P3:144;P4:165;O1:145;O2:170;F7:163;F8:156;T3:186;T4:157;T5:115;T6:133,0.13175067487848896,4,0.1629217281913866,7,0.1363439134559695,17,0.17757142581624405,9,0.31765702400096674,17,0.3790426291383411,7,0.15353336792538594,7,6.086145790054318,1.1388358933902119,,,
