participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P28,AGEM KANAN,1,NAIK,beta,488.0859212784564,-6.1478386360017,488.0859212784564,-6.1478386360017,
P28,AGEM KANAN,1,NAIK,mu,117.25756951157446,-19.386401980201335,117.25756951157446,-19.386401980201335,
P28,AGEM KANAN,1,NAIK,theta,10.634205593426708,-28.15444670813863,10.634205593426708,-28.15444670813863,
P28,AGEM KANAN,1,POST,beta,18.924718156051306,-1.8616740295144687,18.924718156051306,-1.8616740295144687,
P28,AGEM KANAN,1,POST,mu,85.5572882270861,-24.601597203457217,85.5572882270861,-24.601597203457217,
P28,AGEM KANAN,1,POST,theta,108.79870365845076,-15.197353922234234,108.79870365845076,-15.197353922234234,
P28,AGEM KANAN,1,PRA,beta,32.48974230443772,25.655320999992764,32.48974230443772,25.655320999992764,
P28,AGEM KANAN,1,PRA,mu,46.32193597722023,-4.955342969529316,46.32193597722023,-4.955342969529316,
P28,AGEM KANAN,1,PRA,theta,97.92858085590322,-14.57329119680236,97.92858085590322,-14.57329119680236,
P28,AGEM KANAN,1,TAHAN,beta,-9.321416053254644,-5.453642008400006,-9.321416053254644,-5.453642008400006,0.2617772484354954
P28,AGEM KANAN,1,TAHAN,mu,-7.6811215625575535,-27.61736307634664,-7.6811215625575535,-27.61736307634664,-0.564790293910135
P28,AGEM KANAN,1,TAHAN,theta,85.84077437139173,-4.62817824059125,85.84077437139173,-4.62817824059125,
P28,AGEM KANAN,1,TURUN,beta,27.93890865060298,234.978973333637,27.93890865060298,234.978973333637,
P28,AGEM KANAN,1,TURUN,mu,128.77235851316718,415.1784469916469,128.77235851316718,415.1784469916469,
P28,AGEM KANAN,1,TURUN,theta,104.65065381985217,183.03703738698312,104.65065381985217,183.03703738698312,
P28,AGEM KANAN,3,NAIK,beta,1416.2918447733734,794.0310402679779,1416.2918447733734,794.0310402679779,
P28,AGEM KANAN,3,NAIK,mu,4786.197255728589,2615.011364120397,4786.197255728589,2615.011364120397,
P28,AGEM KANAN,3,POST,beta,5621.5407031037885,5806.163225756614,5621.5407031037885,5806.163225756614,
P28,AGEM KANAN,3,POST,mu,17952.988236545178,13789.55449955202,17952.988236545178,13789.55449955202,
P28,AGEM KANAN,3,POST,theta,31217.74426696445,11605.674518359152,31217.74426696445,11605.674518359152,
P28,AGEM KANAN,3,PRA,beta,60.6910017810753,337.441091741411,60.6910017810753,337.441091741411,
P28,AGEM KANAN,3,PRA,mu,92.68393847870405,928.7977907485542,92.68393847870405,928.7977907485542,
P28,AGEM KANAN,3,PRA,theta,485.9284575737498,358.99730427558757,485.9284575737498,358.99730427558757,
P28,AGEM KANAN,3,TAHAN,beta,133.03993923280123,318.9594370860971,133.03993923280123,318.9594370860971,
