participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P01,AGEM KANAN,1,NAIK,beta,2566.9939975216143,4789.7010260296465,2566.9939975216143,4789.7010260296465,
P01,AGEM KANAN,1,NAIK,mu,2956.9226071652743,13118.453614773349,2956.9226071652743,13118.453614773349,
P01,AGEM KANAN,1,POST,beta,8094.5504927616785,39378.395096821456,8094.5504927616785,39378.395096821456,
P01,AGEM KANAN,1,POST,mu,19401.021688445355,111544.27706180634,19401.021688445355,111544.27706180634,
P01,AGEM KANAN,1,POST,theta,18132.720756700925,68575.31780099534,18132.720756700925,68575.31780099534,
P01,AGEM KANAN,1,PRA,beta,2831.7073900220707,2770.214374672953,2831.7073900220707,2770.214374672953,
P01,AGEM KANAN,1,PRA,mu,4453.182287727756,9489.797269223443,4453.182287727756,9489.797269223443,
P01,AGEM KANAN,1,PRA,theta,6351.471163534085,9239.805347504864,6351.471163534085,9239.805347504864,
P01,AGEM KANAN,1,TAHAN,beta,409.33163114599574,925.2852994536162,409.33163114599574,925.2852994536162,
P01,AGEM KANAN,1,TAHAN,mu,592.9228417197218,2400.434687952207,592.9228417197218,2400.434687952207,
P01,AGEM KANAN,1,TAHAN,theta,830.6065456075618,3104.020251177006,830.6065456075618,3104.020251177006,
P01,AGEM KANAN,1,TURUN,beta,22685.56936543336,79318.68537375644,22685.56936543336,79318.68537375644,
P01,AGEM KANAN,1,TURUN,mu,20443.00362939064,41585.22144914941,20443.00362939064,41585.22144914941,
P01,AGEM KANAN,1,TURUN,theta,9846.169864189344,23508.56546772797,9846.169864189344,23508.56546772797,
P01,AGEM KANAN,2,NAIK,beta,-88.72684936334355,-53.52054665605332,-88.72684936334355,-53.52054665605332,0.24750050751361027
P01,AGEM KANAN,2,NAIK,mu,-94.6945624696402,-89.78959761349407,-94.6945624696402,-89.78959761349407,0.02658745799062536
P01,AGEM KANAN,2,NAIK,theta,-88.04436767370754,-95.72957382787423,-88.04436767370754,-95.72957382787423,-0.0418188024448534
P01,AGEM KANAN,2,POST,beta,688.1408875999443,350.3639800348057,688.1408875999443,350.3639800348057,
