participant_id,task,phase,channel,hemisphere,n_windows,offset_change_db,exponent_change,global_offset_db,is_simulated,theta_periodic_db,theta_relative_db,mu_periodic_db,mu_relative_db,beta_periodic_db,beta_relative_db,noise_floor_db
P03,AGEM KANAN,PRA,Fp1,kiri,3,4.063250314989837,0.8677705561613482,1.6252480041537254,False,-1.9723130602150674,-0.45848141330316716,-1.645956449583521,-0.9047824783155343,-0.16427072526928127,-1.02922741259681,5.0943840614508
P03,AGEM KANAN,PRA,F3,kiri,3,8.123807094260496,0.9599843641988506,1.6252480041537254,False,-1.773542701942099,-0.25971105503019887,1.1809607416288959,1.9221347128968826,1.377444369976273,0.5124876826487444,5.0943840614508
P03,AGEM KANAN,PRA,C3,kiri,3,-0.6257268362836399,0.10596747521116479,1.6252480041537254,False,1.015048114604421,2.528879761516321,-2.419818303147645,-1.6786443318796582,1.1850939564077458,0.3201372690802172,5.0943840614508
P03,AGEM KANAN,PRA,P3,kiri,3,3.236439092464689,0.2776573909573763,1.6252480041537254,False,-1.254120591881701,0.2597110550301991,-2.0634904487958803,-1.3223164775278935,0.6360616962992862,-0.2288949910282424,5.0943840614508
P03,AGEM KANAN,PRA,O1,kiri,3,0.21112999745604988,0.6292382796305196,1.6252480041537254,False,-2.308294917514493,-0.7944632706025927,-0.025686744138544992,0.7154872271294418,-0.6777771566102786,-1.5427338439378073,5.0943840614508
P03,AGEM KANAN,PRA,F7,kiri,3,-4.199706860699335,0.4613844988344957,1.6252480041537254,False,-1.8438673412801077,-0.33003569436820746,-1.4566611983974287,-0.7154872271294419,0.31686479665008344,-0.5480918906774452,5.0943840614508
P03,AGEM KANAN,PRA,T3,kiri,3,3.039366010851401,0.5785140664271329,1.6252480041537254,False,0.12395274263323985,1.63778438954514,4.752963693634011,5.494137664901998,1.093851678355771,0.2288949910282424,5.0943840614508
P03,AGEM KANAN,PRA,T5,kiri,3,-4.432081693770913,-0.00841838484602464,1.6252480041537254,False,3.1355878368814127,4.649419483793313,1.7924972930485195,2.5336712643165065,2.0117813095463486,1.14682462221882,5.0943840614508
P03,AGEM KANAN,PRA,Fp2,kanan,3,-7.151655003613007,-0.22825008404823754,-1.6801825623025657,False,-5.075823460155243,-2.903424271064047,-1.448221855801159,-0.2676367284283694,1.0213511165041718,0.13524321708359077,5.0943840614508
P03,AGEM KANAN,PRA,F4,kanan,3,-0.5321636857294898,0.21854291869101283,-1.6801825623025657,False,-4.357430760272631,-2.185031571181435,-4.233941763518888,-3.0533566361460984,0.7500012727830316,-0.13610662663754935,5.0943840614508
P03,AGEM KANAN,PRA,C4,kanan,3,-2.8282014388756416,0.03198139074574868,-1.6801825623025657,False,-0.8116805831526752,1.3607186059385212,-2.0227439895740797,-0.8421588622012901,1.5440877708435787,0.6579798714229977,5.0943840614508
P03,AGEM KANAN,PRA,P4,kanan,3,3.86776206984325,0.4015925696667064,-1.6801825623025657,False,-2.2271665774817153,-0.05476738839051887,-0.044496777264256826,1.1360883501085328,-0.14079852144086163,-1.0269064208614427,5.0943840614508
P03,AGEM KANAN,PRA,O2,kanan,3,-4.507669007575297,0.37711697420678725,-1.6801825623025657,False,-2.1176318007006776,0.05476738839051887,-1.1322680333112767,0.048317094061512966,1.1346220735125128,0.24851417409193177,5.0943840614508
P03,AGEM KANAN,PRA,F8,kanan,3,-5.235839753067388,-0.00501397702628692,-1.6801825623025657,False,-2.5796213320149395,-0.40722214292374304,-1.2289022214343026,-0.048317094061512966,0.6554934885433533,-0.23061441087722767,5.0943840614508
