participant_id,task,phase,channel,hemisphere,n_windows,offset_change_db,exponent_change,global_offset_db,is_simulated,theta_periodic_db,theta_relative_db,mu_periodic_db,mu_relative_db,beta_periodic_db,beta_relative_db,noise_floor_db
P24,AGEM KANAN,PRA,Fp1,kiri,1,25.92739831245325,-0.25352101349353595,38.03998080189306,False,-2.2056376054925675,-0.5769917787874501,0.7970355546680563,-1.707468431129023,-1.3240934363709678,-2.1112279839566295,5.7949951069589964
P24,AGEM KANAN,PRA,F3,kiri,1,37.746522055114525,0.9142402065352874,38.03998080189306,False,-1.4363398416286577,0.19230598507645968,4.035669983893591,1.5311659980965118,1.7998485245414901,1.0127139769558287,5.7949951069589964
P24,AGEM KANAN,PRA,C3,kiri,1,38.33343954867159,0.8426599483026277,38.03998080189306,False,-1.8199735568572795,-0.1913277301521621,3.8426213557184035,1.3381173699213242,0.5129997984921761,-0.27413474909348534,5.7949951069589964
P24,AGEM KANAN,PRA,P3,kiri,1,46.627064401674104,1.6066114948495405,38.03998080189306,False,-2.1102722591258494,-0.481626432420732,1.8013900101542715,-0.7031139756428078,1.6044523657850218,0.8173178181993603,5.7949951069589964
P24,AGEM KANAN,PRA,O1,kiri,1,37.4463509616389,0.7040792158279688,38.03998080189306,False,-1.8330846341328733,-0.2044388074277559,3.1496378754149656,0.6451338896178864,0.8394389870275981,0.052304439441936634,5.7949951069589964
P24,AGEM KANAN,PRA,F7,kiri,1,36.61807963940216,1.3367808255672273,38.03998080189306,False,-1.4373180965529553,0.1913277301521621,1.8593700961791926,-0.6451338896178866,0.7348301081437247,-0.052304439441936745,5.7949951069589964
P24,AGEM KANAN,PRA,T3,kiri,1,39.955530789234786,0.5078997344100554,38.03998080189306,False,-0.36581517264000274,1.2628306540651146,3.6951822096967515,1.1906782238996723,0.7220211858728277,-0.06511336171283377,5.7949951069589964
P24,AGEM KANAN,PRA,T5,kiri,1,44.75457864787778,1.2587488737065535,38.03998080189306,False,-1.0912208778244281,0.5374249488806893,1.613298458215708,-0.8912055275813713,1.6915017269283883,0.9043671793427268,5.7949951069589964
P24,AGEM KANAN,PRA,Fp2,kanan,1,44.73133783615921,0.24589651013666103,51.56819846805548,False,5.89284655414197,5.527641647267425,1.9616021499364023,1.403360751165626,-5.76256329470617,-6.493290731153337,5.7949951069589964
P24,AGEM KANAN,PRA,F4,kanan,1,56.67958213500804,1.4595282387050355,51.56819846805548,False,-1.6393869874020006,-2.004591894276546,-0.9792895157174507,-1.5375309144882268,0.23326352415355106,-0.4974639122936159,5.7949951069589964
P24,AGEM KANAN,PRA,C4,kanan,1,54.88618323789369,1.5214410896895942,51.56819846805548,False,-0.5016215956170234,-0.8668265024915689,1.4764434019392192,0.918202003168443,1.7597178484701592,1.0289904120229922,5.7949951069589964
P24,AGEM KANAN,PRA,P4,kanan,1,56.06618711674939,1.6315748497051263,51.56819846805548,False,0.1765443002047773,-0.18866060666976825,1.2455204026334474,0.6872790038626713,1.5162535147260665,0.7855260782788995,5.7949951069589964
P24,AGEM KANAN,PRA,O2,kanan,1,48.250213698217266,0.6852772147605912,51.56819846805548,False,-0.7786109886939352,-1.1438158955684807,1.9727064292529697,1.4144650304821935,1.228191348740783,0.497463912293616,5.7949951069589964
P24,AGEM KANAN,PRA,F8,kanan,1,-3.5464313205043396,-0.9003074374528037,51.56819846805548,False,0.5538655135443138,0.18866060666976825,-3.743931467943508,-4.302172866714284,-0.6971344211724786,-1.4278618576196456,5.7949951069589964
