participant_id,is_simulated,baseline_sec,blink_per_min,rest_theta_occ,rest_alpha_occ,rest_beta_occ,rest_n_win_occ,rest_theta_par,rest_alpha_par,rest_beta_par,rest_n_win_par,rest_theta_sm,rest_alpha_sm,rest_beta_sm,rest_n_win_sm,rest_theta_front,rest_alpha_front,rest_beta_front,rest_n_win_front,rest_theta_alpha_ratio,iaf_occ_rest,iaf_par_rest,rest_exponent_occ,rest_exponent_par,rest_exponent_sm,rest_exponent_front
P12,False,68.0,75.9,0.17152066710751962,0.10311831269957261,0.09335183036813949,32,0.165790966768941,0.10585203064029128,0.08636144758298218,47,0.1722115694182734,0.1358422943158469,0.09751878425494272,24,0.1651509712768182,0.12709947512455644,0.0818961864394425,28,2.7370890769836764,,11.56730186326915,1.377282329234409,1.464302689398961,1.4035221745492565,1.531430564677294
