participant_id,task,rep,phase,band,channel,erd_ref_trial_pct,erd_ref_restEDF_pct,is_simulated
P04,NGEED,1,PRA,theta,C3,13.17662288874304,55.6203478902326,False
P04,NGEED,1,PRA,theta,C4,-40.960262971936025,65.91078578111885,False
P04,NGEED,1,PRA,theta,P3,-42.414330659895185,20.46602197848508,False
P04,NGEED,1,PRA,theta,P4,136.56883960417719,250.64801914637908,False
P04,NGEED,1,PRA,theta,O1,13.252380951490128,149.43949816316922,False
P04,NGEED,1,PRA,theta,O2,73.06009540925909,208.87570835565268,False
P04,NGEED,1,PRA,mu,C3,268.6788205160433,565.6804175880208,False
P04,NGEED,1,PRA,mu,C4,74.3473701479932,169.97767537611628,False
P04,NGEED,1,PRA,mu,P3,-46.54920160409877,63.407895483866184,False
P04,NGEED,1,PRA,mu,P4,198.20390417156997,180.08938987697115,False
P04,NGEED,1,PRA,mu,O1,-25.140367730710032,46.93291217508013,False
P04,NGEED,1,PRA,mu,O2,2.8490738711428154,75.63126061123381,False
P04,NGEED,1,PRA,beta,C3,11.725505963095095,181.0308447032799,False
P04,NGEED,1,PRA,beta,C4,18.378887818669277,75.1593833066375,False
P04,NGEED,1,PRA,beta,P3,-6.737125736947192,30.32747944599212,False
P04,NGEED,1,PRA,beta,P4,137.20043976756955,194.23940789373182,False
P04,NGEED,1,PRA,beta,O1,-20.949073775383365,17.9336148972175,False
P04,NGEED,1,PRA,beta,O2,-45.017930075482404,-22.456515762867603,False
P04,NGEED,1,TURUN,theta,C3,1261.1858285848527,1771.6604788240104,False
P04,NGEED,1,TURUN,theta,C4,1597.1116915294083,4669.146145859809,False
P04,NGEED,1,TURUN,theta,P3,173.60329913488664,472.36290599152204,False
P04,NGEED,1,TURUN,theta,P4,1610.2629091033832,2434.9927839187662,False
P04,NGEED,1,TURUN,theta,O1,164.0874968134441,481.6553446636063,False
P04,NGEED,1,TURUN,theta,O2,213.3740939688356,459.30655201612876,False
P04,NGEED,1,TURUN,mu,C3,1532.5328194811011,2847.6744215390527,False
P04,NGEED,1,TURUN,mu,C4,3887.2134824552363,6074.217748784118,False
P04,NGEED,1,TURUN,mu,P3,323.3533532362038,1194.2609385544883,False
P04,NGEED,1,TURUN,mu,P4,5284.815666551603,4957.712905652108,False
P04,NGEED,1,TURUN,mu,O1,105.31651234508779,302.99093332402595,False
P04,NGEED,1,TURUN,mu,O2,292.09965795933675,569.572944321416,False
P04,NGEED,1,TURUN,beta,C3,445.4713458944162,1272.0615697974872,False
P04,NGEED,1,TURUN,beta,C4,1943.0016574646136,2922.928471537001,False
P04,NGEED,1,TURUN,beta,P3,75.59876908916043,145.38537065306141,False
P04,NGEED,1,TURUN,beta,P4,2076.3831539716552,2599.732307419044,False
P04,NGEED,1,TURUN,beta,O1,59.02823878637502,137.24927671973086,False
P04,NGEED,1,TURUN,beta,O2,236.91640546692096,375.16712288973935,False
P04,NGEED,1,TAHAN,theta,C3,575.7339899065647,829.1491114193152,False
P04,NGEED,1,TAHAN,theta,C4,807.4290038756027,2450.0157462086186,False
P04,NGEED,1,TAHAN,theta,P3,380.58634335412717,905.359938757164,False
P04,NGEED,1,TAHAN,theta,P4,1060.0343912879284,1619.4308520402676,False
P04,NGEED,1,TAHAN,theta,O1,279.07459396212795,734.9155725460816,False
P04,NGEED,1,TAHAN,theta,O2,764.1910455713752,1442.3984409821924,False
P04,NGEED,1,TAHAN,mu,C3,440.58357875050103,876.0688231023589,False
P04,NGEED,1,TAHAN,mu,C4,1171.3503402217443,1868.6916364172748,False
P04,NGEED,1,TAHAN,mu,P3,82.69966632732881,458.5429755234995,False
P04,NGEED,1,TAHAN,mu,P4,3130.3177715843944,2934.090838835065,False
P04,NGEED,1,TAHAN,mu,O1,339.3775965175001,762.4011078302879,False
P04,NGEED,1,TAHAN,mu,O2,495.1931220808899,916.387551230374,False
P04,NGEED,1,TAHAN,beta,C3,104.6977560064732,414.8903357695872,False
P04,NGEED,1,TAHAN,beta,C4,1232.4184994882594,1871.5137300006977,False
P04,NGEED,1,TAHAN,beta,P3,67.59405453733032,134.1994161189756,False
P04,NGEED,1,TAHAN,beta,P4,1655.7432746090753,2077.9422586256433,False
P04,NGEED,1,TAHAN,beta,O1,3.583904591148679,54.533601274852,False
P04,NGEED,1,TAHAN,beta,O2,196.03618410152313,317.51205814935844,False
P04,NGEED,1,NAIK,theta,C3,131.90168433239887,218.86992093424902,False
P04,NGEED,1,NAIK,theta,C4,-79.53334170238531,-42.48552701281807,False
P04,NGEED,1,NAIK,theta,P3,-1.3510415543951049,106.36814215141102,False
P04,NGEED,1,NAIK,theta,P4,59.748237549273384,136.7826766724727,False
P04,NGEED,1,NAIK,theta,O1,178.7819632384056,514.0200534672822,False
P04,NGEED,1,NAIK,theta,O2,407.04104994438273,804.9611529255285,False
P04,NGEED,1,NAIK,mu,C3,-8.079973522501206,65.96928872831909,False
P04,NGEED,1,NAIK,mu,C4,177.09213397658706,329.07839752618963,False
P04,NGEED,1,NAIK,mu,P3,-46.51338794300126,63.51738374531681,False
P04,NGEED,1,NAIK,mu,P4,210.0092936273063,191.17765627342584,False
P04,NGEED,1,NAIK,mu,O1,67.6522495996617,229.0643103584584,False
P04,NGEED,1,NAIK,mu,O2,133.54660663387833,298.8182235454505,False
P04,NGEED,1,NAIK,beta,C3,-43.09396207156415,43.13966868968817,False
P04,NGEED,1,NAIK,beta,C4,64.99753617805688,144.13869074638464,False
P04,NGEED,1,NAIK,beta,P3,21.08031357592155,69.200147471025,False
P04,NGEED,1,NAIK,beta,P4,64.13412825866229,103.60303193917422,False
P04,NGEED,1,NAIK,beta,O1,47.355174998002795,119.83459639610103,False
P04,NGEED,1,NAIK,beta,O2,5.306696917473741,48.518384333204054,False
P04,NGEED,1,POST,theta,C3,-72.39468589826413,-62.04208541940359,False
P04,NGEED,1,POST,theta,C4,-71.01964685690501,-18.560728685161664,False
P04,NGEED,1,POST,theta,P3,-60.779898912598874,-17.953726791140724,False
P04,NGEED,1,POST,theta,P4,-59.96630572353343,-40.66109627691276,False
P04,NGEED,1,POST,theta,O1,-44.83031785849949,21.511774954135078,False
P04,NGEED,1,POST,theta,O2,-2.0370057686437626,74.84324831957758,False
P04,NGEED,1,POST,mu,C3,-63.34661834558539,-33.81925663217734,False
P04,NGEED,1,POST,mu,C4,-19.031870073571298,25.379508039228014,False
P04,NGEED,1,POST,mu,P3,-65.65881797177279,4.986650378851798,False
P04,NGEED,1,POST,mu,P4,-5.571633297220869,-11.307721841081698,False
P04,NGEED,1,POST,mu,O1,-33.584834323490384,30.35829070514002,False
P04,NGEED,1,POST,mu,O2,-11.996834950899904,50.279494346410104,False
P04,NGEED,1,POST,beta,C3,-69.48533029967979,-23.24435384919864,False
P04,NGEED,1,POST,beta,C4,9.170407255713343,61.5340502230119,False
P04,NGEED,1,POST,beta,P3,-30.62194998709966,-3.04967053067412,False
P04,NGEED,1,POST,beta,P4,62.24379194334813,101.25813140406947,False
P04,NGEED,1,POST,beta,O1,-33.317886603114424,-0.5190317500415875,False
P04,NGEED,1,POST,beta,O2,-29.25015862163881,-0.21857639709981225,False
P04,NGEED,2,PRA,theta,C3,71.97111798530737,360.57019925373686,False
P04,NGEED,2,PRA,theta,C4,318.0451929161804,846.9088338082596,False
P04,NGEED,2,PRA,theta,P3,554.5264285917854,540.5936637906672,False
P04,NGEED,2,PRA,theta,P4,13.005337564000019,227.52877953267893,False
P04,NGEED,2,PRA,theta,O1,1363.5435308246151,1761.9271274396642,False
P04,NGEED,2,PRA,theta,O2,2213.8948250952617,4147.567844947552,False
P04,NGEED,2,PRA,mu,C3,18.299487906554447,217.33476030157996,False
P04,NGEED,2,PRA,mu,C4,189.4675905499167,1069.1283853002183,False
P04,NGEED,2,PRA,mu,P3,237.19490098360012,416.3513350276078,False
P04,NGEED,2,PRA,mu,P4,175.88310009902926,822.4475208395484,False
