participant_id,sumber,gerakan,rep,fase,kanal,belahan,datar_frac,ptp_uv,clipping,layak_ketat,delta_db,emg_db
P08,repo_video,Agem Kanan,4,Tahan,C3,kiri (A1),0.0,198.2,False,False,4.32,4.297
P08,repo_video,Agem Kanan,4,Tahan,P3,kiri (A1),0.035,170.5,False,False,4.947,4.226
P08,repo_video,Agem Kanan,4,Tahan,O1,kiri (A1),0.0,337.3,False,False,5.26,5.975
P08,repo_video,Agem Kanan,4,Tahan,F7,kiri (A1),0.0,203.7,False,False,2.457,4.352
P08,repo_video,Agem Kanan,4,Tahan,T3,kiri (A1),0.0,272.8,False,False,5.253,5.894
P08,repo_video,Agem Kanan,4,Tahan,T5,kiri (A1),0.281,58.6,False,False,1.154,0.488
P08,repo_video,Agem Kanan,4,Tahan,Fp2,kanan (A2),0.0,387.3,False,False,11.304,5.427
P08,repo_video,Agem Kanan,4,Tahan,F4,kanan (A2),0.0,416.4,False,False,11.381,16.94
P08,repo_video,Agem Kanan,4,Tahan,C4,kanan (A2),0.14,240.2,False,False,3.422,8.891
P08,repo_video,Agem Kanan,4,Tahan,P4,kanan (A2),0.0,234.1,False,False,7.148,10.383
P08,repo_video,Agem Kanan,4,Tahan,O2,kanan (A2),0.0,193.4,False,False,9.189,14.803
P08,repo_video,Agem Kanan,4,Tahan,F8,kanan (A2),0.0,606.8,False,False,22.7,7.93
P08,repo_video,Agem Kanan,4,Tahan,T4,kanan (A2),0.0,645.7,False,False,14.921,13.597
P08,repo_video,Agem Kanan,4,Tahan,T6,kanan (A2),0.0,320.9,False,False,15.025,7.334
P08,repo_video,Agem Kanan,4,Naik,Fp1,kiri (A1),0.0,429.2,False,False,18.751,10.881
P08,repo_video,Agem Kanan,4,Naik,F3,kiri (A1),0.0,283.4,False,False,16.328,8.7
P08,repo_video,Agem Kanan,4,Naik,C3,kiri (A1),0.0,275.9,False,False,15.442,9.374
P08,repo_video,Agem Kanan,4,Naik,P3,kiri (A1),0.0,214.8,False,False,15.33,10.767
P08,repo_video,Agem Kanan,4,Naik,O1,kiri (A1),0.0,608.9,False,False,20.863,10.329
P08,repo_video,Agem Kanan,4,Naik,F7,kiri (A1),0.0,362.0,False,False,16.984,10.23
P08,repo_video,Agem Kanan,4,Naik,T3,kiri (A1),0.0,406.4,False,False,17.749,9.397
P08,repo_video,Agem Kanan,4,Naik,T5,kiri (A1),0.0,433.2,False,False,19.503,20.994
P08,repo_video,Agem Kanan,4,Naik,Fp2,kanan (A2),0.0,519.2,False,False,23.902,15.654
P08,repo_video,Agem Kanan,4,Naik,F4,kanan (A2),0.0,373.3,False,False,25.177,16.184
P08,repo_video,Agem Kanan,4,Naik,C4,kanan (A2),0.0,344.2,False,False,19.824,8.257
P08,repo_video,Agem Kanan,4,Naik,P4,kanan (A2),0.0,354.1,False,False,20.911,11.895
P08,repo_video,Agem Kanan,4,Naik,O2,kanan (A2),0.0,316.2,False,False,20.27,20.878
P08,repo_video,Agem Kanan,4,Naik,F8,kanan (A2),0.0,482.7,False,False,20.291,11.398
P08,repo_video,Agem Kanan,4,Naik,T4,kanan (A2),0.0,632.5,False,False,29.493,22.417
P08,repo_video,Agem Kanan,4,Naik,T6,kanan (A2),0.0,662.3,False,False,27.15,24.664
P08,repo_video,Agem Kiri,3,Gerak,Fp1,kiri (A1),0.0,156.1,False,False,3.409,-1.551
P08,repo_video,Agem Kiri,3,Gerak,F3,kiri (A1),0.0,142.4,False,True,3.158,0.118
P08,repo_video,Agem Kiri,3,Gerak,C3,kiri (A1),0.0,156.4,False,False,4.075,-0.244
P08,repo_video,Agem Kiri,3,Gerak,P3,kiri (A1),0.0,113.0,False,True,3.082,-1.24
P08,repo_video,Agem Kiri,3,Gerak,O1,kiri (A1),0.0,227.4,False,False,7.944,0.181
P08,repo_video,Agem Kiri,3,Gerak,F7,kiri (A1),0.0,164.7,False,False,2.311,-1.926
P08,repo_video,Agem Kiri,3,Gerak,T3,kiri (A1),0.0,181.9,False,False,-2.185,-2.191
P08,repo_video,Agem Kiri,3,Gerak,T5,kiri (A1),0.0,65.3,False,True,7.902,4.937
P08,repo_video,Agem Kiri,3,Gerak,Fp2,kanan (A2),0.0,501.2,False,False,15.798,10.177
P08,repo_video,Agem Kiri,3,Gerak,F4,kanan (A2),0.0,500.1,False,False,19.656,16.15
P08,repo_video,Agem Kiri,3,Gerak,C4,kanan (A2),0.0,260.2,False,False,15.582,1.65
P08,repo_video,Agem Kiri,3,Gerak,P4,kanan (A2),0.0,284.9,False,False,16.596,5.225
P08,repo_video,Agem Kiri,3,Gerak,O2,kanan (A2),0.0,312.5,False,False,21.32,15.449
P08,repo_video,Agem Kiri,3,Gerak,F8,kanan (A2),0.0,424.5,False,False,20.352,11.154
P08,repo_video,Agem Kiri,3,Gerak,T4,kanan (A2),0.0,404.5,False,False,19.48,18.026
P08,repo_video,Agem Kiri,3,Gerak,T6,kanan (A2),0.0,318.8,False,False,17.313,3.209
P08,repo_video,Agem Kiri,3,Tahan,Fp1,kiri (A1),0.221,181.3,False,False,-3.506,-0.031
P08,repo_video,Agem Kiri,3,Tahan,F3,kiri (A1),0.442,152.9,False,False,-6.595,-2.077
P08,repo_video,Agem Kiri,3,Tahan,C3,kiri (A1),0.368,117.2,False,False,-6.886,-3.959
P08,repo_video,Agem Kiri,3,Tahan,P3,kiri (A1),0.516,102.8,False,False,-6.737,-4.04
P08,repo_video,Agem Kiri,3,Tahan,O1,kiri (A1),0.037,306.2,False,False,0.972,2.115
P08,repo_video,Agem Kiri,3,Tahan,F7,kiri (A1),0.11,190.1,False,False,-3.16,-0.048
P08,repo_video,Agem Kiri,3,Tahan,T3,kiri (A1),0.037,241.4,False,False,-1.29,1.605
P08,repo_video,Agem Kiri,3,Tahan,T5,kiri (A1),0.479,58.2,False,False,-7.297,-2.119
P08,repo_video,Agem Kiri,3,Tahan,Fp2,kanan (A2),0.0,161.5,False,False,4.582,1.907
P08,repo_video,Agem Kiri,3,Tahan,F4,kanan (A2),0.626,43.3,False,False,-1.45,-3.408
P08,repo_video,Agem Kiri,3,Tahan,C4,kanan (A2),0.442,63.2,False,False,-8.53,-2.286
P08,repo_video,Agem Kiri,3,Tahan,P4,kanan (A2),0.295,60.9,False,False,-0.389,-0.743
P08,repo_video,Agem Kiri,3,Tahan,O2,kanan (A2),0.221,42.9,False,False,0.651,0.359
P08,repo_video,Agem Kiri,3,Tahan,F8,kanan (A2),0.0,105.0,False,True,7.254,3.454
P08,repo_video,Agem Kiri,3,Tahan,T4,kanan (A2),0.0,198.8,False,False,12.36,4.36
P08,repo_video,Agem Kiri,3,Tahan,T6,kanan (A2),0.295,116.1,False,False,1.319,-1.235
P08,repo_video,Agem Kiri,3,Naik,Fp1,kiri (A1),0.0,133.6,False,True,3.261,8.941
P08,repo_video,Agem Kiri,3,Naik,F3,kiri (A1),0.0,217.8,False,False,6.747,5.124
P08,repo_video,Agem Kiri,3,Naik,C3,kiri (A1),0.0,113.9,False,True,-0.496,3.748
P08,repo_video,Agem Kiri,3,Naik,P3,kiri (A1),0.0,122.6,False,True,4.872,5.928
P08,repo_video,Agem Kiri,3,Naik,O1,kiri (A1),0.0,278.5,False,False,5.797,5.979
P08,repo_video,Agem Kiri,3,Naik,F7,kiri (A1),0.0,158.3,False,False,-0.488,7.045
P08,repo_video,Agem Kiri,3,Naik,T3,kiri (A1),0.0,166.9,False,False,1.609,4.102
P08,repo_video,Agem Kiri,3,Naik,T5,kiri (A1),0.0,186.9,False,False,21.332,9.4
P08,repo_video,Agem Kiri,3,Naik,Fp2,kanan (A2),0.0,378.5,False,False,22.264,13.281
P08,repo_video,Agem Kiri,3,Naik,F4,kanan (A2),0.0,202.6,False,False,17.062,19.097
P08,repo_video,Agem Kiri,3,Naik,C4,kanan (A2),0.0,369.7,False,False,19.64,18.346
P08,repo_video,Agem Kiri,3,Naik,P4,kanan (A2),0.0,336.0,False,False,18.504,19.874
P08,repo_video,Agem Kiri,3,Naik,O2,kanan (A2),0.0,377.1,False,False,26.573,24.255
P08,repo_video,Agem Kiri,3,Naik,F8,kanan (A2),0.0,479.7,False,False,26.058,19.499
P08,repo_video,Agem Kiri,3,Naik,T4,kanan (A2),0.0,545.5,False,False,28.342,24.028
P08,repo_video,Agem Kiri,3,Naik,T6,kanan (A2),0.0,395.4,False,False,23.495,12.065
P08,repo_video,Agem Kiri,4,Gerak,Fp1,kiri (A1),0.0,186.6,False,False,1.755,8.48
P08,repo_video,Agem Kiri,4,Gerak,F3,kiri (A1),0.0,139.3,False,True,3.117,3.758
P08,repo_video,Agem Kiri,4,Gerak,C3,kiri (A1),0.0,107.9,False,True,1.545,3.994
P08,repo_video,Agem Kiri,4,Gerak,P3,kiri (A1),0.0,56.3,False,True,-0.53,-3.688
P08,repo_video,Agem Kiri,4,Gerak,O1,kiri (A1),0.0,363.1,False,False,9.696,9.997
P08,repo_video,Agem Kiri,4,Gerak,F7,kiri (A1),0.0,186.1,False,False,3.538,8.127
P08,repo_video,Agem Kiri,4,Gerak,T3,kiri (A1),0.0,246.5,False,False,4.462,8.701
P08,repo_video,Agem Kiri,4,Gerak,T5,kiri (A1),0.538,32.3,False,False,-11.551,-15.957
P08,repo_video,Agem Kiri,4,Gerak,Fp2,kanan (A2),0.0,268.4,False,False,17.962,7.322
P08,repo_video,Agem Kiri,4,Gerak,F4,kanan (A2),0.0,125.1,False,True,9.295,8.017
P08,repo_video,Agem Kiri,4,Gerak,C4,kanan (A2),0.0,78.6,False,True,2.559,8.145
P08,repo_video,Agem Kiri,4,Gerak,P4,kanan (A2),0.077,95.3,False,True,-0.837,-3.268
P08,repo_video,Agem Kiri,4,Gerak,O2,kanan (A2),0.0,166.8,False,False,20.971,16.921
P08,repo_video,Agem Kiri,4,Gerak,F8,kanan (A2),0.0,240.9,False,False,17.059,12.613
P08,repo_video,Agem Kiri,4,Gerak,T4,kanan (A2),0.0,375.8,False,False,21.593,11.747
P08,repo_video,Agem Kiri,4,Gerak,T6,kanan (A2),0.0,115.1,False,True,8.08,2.798
P08,repo_video,Agem Kiri,4,Tahan,Fp1,kiri (A1),0.649,66.9,False,False,-16.687,-9.007
P08,repo_video,Agem Kiri,4,Tahan,F3,kiri (A1),0.725,32.6,False,False,-25.562,-19.537
P08,repo_video,Agem Kiri,4,Tahan,C3,kiri (A1),0.191,64.5,False,False,-10.771,-4.61
P08,repo_video,Agem Kiri,4,Tahan,P3,kiri (A1),0.382,44.8,False,False,-14.326,-7.901
P08,repo_video,Agem Kiri,4,Tahan,O1,kiri (A1),0.038,146.0,False,True,-8.921,-1.173
P08,repo_video,Agem Kiri,4,Tahan,F7,kiri (A1),0.229,101.2,False,False,-16.134,-9.609
P08,repo_video,Agem Kiri,4,Tahan,T3,kiri (A1),0.076,97.4,False,True,-10.349,-4.023
P08,repo_video,Agem Kiri,4,Tahan,T5,kiri (A1),0.229,74.2,False,False,0.976,7.105
P08,repo_video,Agem Kiri,4,Tahan,Fp2,kanan (A2),0.0,302.5,False,False,5.418,3.916
P08,repo_video,Agem Kiri,4,Tahan,F4,kanan (A2),0.42,107.9,False,False,1.634,3.941
P08,repo_video,Agem Kiri,4,Tahan,C4,kanan (A2),0.0,97.6,False,True,-0.185,2.662
P08,repo_video,Agem Kiri,4,Tahan,P4,kanan (A2),0.0,127.6,False,True,2.816,5.762
P08,repo_video,Agem Kiri,4,Tahan,O2,kanan (A2),0.0,167.0,False,False,7.389,8.371
P08,repo_video,Agem Kiri,4,Tahan,F8,kanan (A2),0.0,300.5,False,False,10.346,7.046
P08,repo_video,Agem Kiri,4,Tahan,T4,kanan (A2),0.0,391.5,False,False,13.921,10.663
P08,repo_video,Agem Kiri,4,Tahan,T6,kanan (A2),0.038,120.5,False,True,2.559,2.335
P08,repo_video,Agem Kiri,4,Naik,Fp1,kiri (A1),0.0,310.8,False,False,15.116,1.283
P08,repo_video,Agem Kiri,4,Naik,F3,kiri (A1),0.0,328.9,False,False,16.689,2.023
P08,repo_video,Agem Kiri,4,Naik,C3,kiri (A1),0.0,221.1,False,False,13.958,3.414
P08,repo_video,Agem Kiri,4,Naik,P3,kiri (A1),0.0,233.2,False,False,16.073,4.146
P08,repo_video,Agem Kiri,4,Naik,O1,kiri (A1),0.0,608.6,False,False,18.412,0.008
P08,repo_video,Agem Kiri,4,Naik,F7,kiri (A1),0.0,398.2,False,False,16.965,-3.874
P08,repo_video,Agem Kiri,4,Naik,T3,kiri (A1),0.0,373.9,False,False,15.862,1.873
P08,repo_video,Agem Kiri,4,Naik,T5,kiri (A1),0.0,241.8,False,False,19.276,9.908
P08,repo_video,Agem Kiri,4,Naik,Fp2,kanan (A2),0.0,583.8,False,False,26.292,16.475
P08,repo_video,Agem Kiri,4,Naik,F4,kanan (A2),0.0,358.3,False,False,24.5,20.161
P08,repo_video,Agem Kiri,4,Naik,C4,kanan (A2),0.0,430.2,False,False,25.467,12.662
P08,repo_video,Agem Kiri,4,Naik,P4,kanan (A2),0.0,331.2,False,False,24.344,17.532
P08,repo_video,Agem Kiri,4,Naik,O2,kanan (A2),0.0,398.3,False,False,26.247,22.921
P08,repo_video,Agem Kiri,4,Naik,F8,kanan (A2),0.0,466.8,False,False,25.487,17.2
P08,repo_video,Agem Kiri,4,Naik,T4,kanan (A2),0.0,558.7,False,False,31.64,19.766
P08,repo_video,Agem Kiri,4,Naik,T6,kanan (A2),0.0,402.2,False,False,27.125,7.063
P08,repo_video,-,0,Istirahat,Fp1,kiri (A1),0.189,261.4,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,F3,kiri (A1),0.34,260.8,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,C3,kiri (A1),0.246,247.8,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,P3,kiri (A1),0.336,208.1,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,O1,kiri (A1),0.096,297.8,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,F7,kiri (A1),0.169,291.2,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,T3,kiri (A1),0.161,310.5,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,T5,kiri (A1),0.389,108.6,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,Fp2,kanan (A2),0.0,140.2,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,F4,kanan (A2),0.281,58.7,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,C4,kanan (A2),0.226,127.1,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,P4,kanan (A2),0.242,94.9,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,O2,kanan (A2),0.266,87.8,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,F8,kanan (A2),0.08,93.8,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,T4,kanan (A2),0.0,81.9,False,,0.0,0.0
P08,repo_video,-,0,Istirahat,T6,kanan (A2),0.296,98.8,False,,0.0,0.0
P09,timestamp_manual,Ngeed,1,Gerak,Fp1,kiri (A1),0.0,184.3,False,False,-1.747,-2.211
P09,timestamp_manual,Ngeed,1,Gerak,F3,kiri (A1),0.0,161.1,False,False,7.608,2.95
P09,timestamp_manual,Ngeed,1,Gerak,C3,kiri (A1),0.0,139.5,False,True,7.163,3.449
P09,timestamp_manual,Ngeed,1,Gerak,P3,kiri (A1),0.054,83.2,False,True,-9.778,-6.824
P09,timestamp_manual,Ngeed,1,Gerak,O1,kiri (A1),0.432,97.6,False,False,-18.256,-12.707
P09,timestamp_manual,Ngeed,1,Gerak,F7,kiri (A1),0.0,215.8,False,False,4.704,4.461
P09,timestamp_manual,Ngeed,1,Gerak,T3,kiri (A1),0.69,70.4,False,False,-25.222,-14.971
P09,timestamp_manual,Ngeed,1,Gerak,T5,kiri (A1),0.0,181.0,False,False,6.871,4.258
P09,timestamp_manual,Ngeed,1,Gerak,Fp2,kanan (A2),0.0,366.5,False,False,3.131,1.524
P09,timestamp_manual,Ngeed,1,Gerak,F4,kanan (A2),0.0,278.6,False,False,3.747,0.213
P09,timestamp_manual,Ngeed,1,Gerak,C4,kanan (A2),0.054,188.9,False,False,1.004,-3.435
P09,timestamp_manual,Ngeed,1,Gerak,P4,kanan (A2),0.0,281.2,False,False,9.251,4.766
P09,timestamp_manual,Ngeed,1,Gerak,O2,kanan (A2),0.0,305.8,False,False,9.679,4.505
P09,timestamp_manual,Ngeed,1,Gerak,F8,kanan (A2),0.054,393.9,False,False,-5.561,-0.604
P09,timestamp_manual,Ngeed,1,Gerak,T4,kanan (A2),0.0,293.4,False,False,3.41,1.251
P09,timestamp_manual,Ngeed,1,Gerak,T6,kanan (A2),0.0,577.0,False,False,5.987,4.328
P09,timestamp_manual,Ngeed,1,Tahan,Fp1,kiri (A1),0.0,153.1,False,False,-5.384,-1.949
P09,timestamp_manual,Ngeed,1,Tahan,F3,kiri (A1),0.0,114.5,False,True,4.747,2.64
P09,timestamp_manual,Ngeed,1,Tahan,C3,kiri (A1),0.0,88.3,False,True,4.877,2.352
P09,timestamp_manual,Ngeed,1,Tahan,P3,kiri (A1),0.33,51.9,False,False,-19.057,-11.809
P09,timestamp_manual,Ngeed,1,Tahan,O1,kiri (A1),0.787,78.2,False,False,-33.445,-24.109
P09,timestamp_manual,Ngeed,1,Tahan,F7,kiri (A1),0.0,143.8,False,True,-1.921,0.132
P09,timestamp_manual,Ngeed,1,Tahan,T3,kiri (A1),0.838,52.6,False,False,-33.297,-22.786
P09,timestamp_manual,Ngeed,1,Tahan,T5,kiri (A1),0.0,93.4,False,True,0.878,-0.512
P09,timestamp_manual,Ngeed,1,Tahan,Fp2,kanan (A2),0.0,146.7,False,True,-8.68,2.969
P09,timestamp_manual,Ngeed,1,Tahan,F4,kanan (A2),0.0,85.4,False,True,-7.748,0.856
P09,timestamp_manual,Ngeed,1,Tahan,C4,kanan (A2),0.736,53.1,False,False,-28.341,-14.699
P09,timestamp_manual,Ngeed,1,Tahan,P4,kanan (A2),0.0,76.2,False,True,-1.932,4.408
P09,timestamp_manual,Ngeed,1,Tahan,O2,kanan (A2),0.0,71.9,False,True,-4.737,1.801
P09,timestamp_manual,Ngeed,1,Tahan,F8,kanan (A2),0.381,267.5,False,False,-15.858,-6.852
P09,timestamp_manual,Ngeed,1,Tahan,T4,kanan (A2),0.051,50.7,False,True,-15.787,-6.199
P09,timestamp_manual,Ngeed,1,Tahan,T6,kanan (A2),0.0,193.2,False,False,-12.182,-5.495
P09,timestamp_manual,Ngeed,1,Naik,Fp1,kiri (A1),0.0,80.4,False,True,-4.44,-2.557
P09,timestamp_manual,Ngeed,1,Naik,F3,kiri (A1),0.0,90.4,False,True,4.891,1.497
P09,timestamp_manual,Ngeed,1,Naik,C3,kiri (A1),0.0,83.3,False,True,5.967,-0.29
P09,timestamp_manual,Ngeed,1,Naik,P3,kiri (A1),0.664,11.2,False,False,-25.71,-16.489
P09,timestamp_manual,Ngeed,1,Naik,O1,kiri (A1),1.0,0.1,False,False,-79.29,-107.057
P09,timestamp_manual,Ngeed,1,Naik,F7,kiri (A1),0.0,82.2,False,True,-8.788,-4.214
P09,timestamp_manual,Ngeed,1,Naik,T3,kiri (A1),1.0,0.0,False,False,-100.919,-127.413
P09,timestamp_manual,Ngeed,1,Naik,T5,kiri (A1),0.0,50.2,False,True,-0.877,-2.886
P09,timestamp_manual,Ngeed,1,Naik,Fp2,kanan (A2),0.0,124.4,False,True,-16.876,1.267
P09,timestamp_manual,Ngeed,1,Naik,F4,kanan (A2),0.0,66.4,False,True,-9.583,-1.054
P09,timestamp_manual,Ngeed,1,Naik,C4,kanan (A2),0.84,12.3,False,False,-50.864,-69.37
P09,timestamp_manual,Ngeed,1,Naik,P4,kanan (A2),0.0,87.5,False,True,-0.728,2.649
P09,timestamp_manual,Ngeed,1,Naik,O2,kanan (A2),0.0,79.8,False,True,-3.718,-0.047
P09,timestamp_manual,Ngeed,1,Naik,F8,kanan (A2),0.504,134.7,False,False,-34.274,-19.297
P09,timestamp_manual,Ngeed,1,Naik,T4,kanan (A2),0.084,54.0,False,True,-24.591,-12.124
P09,timestamp_manual,Ngeed,1,Naik,T6,kanan (A2),0.0,111.8,False,True,-16.051,-6.076
P09,timestamp_manual,Ngeed,1,Berdiri,Fp1,kiri (A1),0.0,119.8,False,True,-3.853,-0.693
P09,timestamp_manual,Ngeed,1,Berdiri,F3,kiri (A1),0.0,129.9,False,True,6.064,1.715
P09,timestamp_manual,Ngeed,1,Berdiri,C3,kiri (A1),0.0,123.3,False,True,6.941,1.215
P09,timestamp_manual,Ngeed,1,Berdiri,P3,kiri (A1),0.175,98.8,False,False,-4.171,-6.623
P09,timestamp_manual,Ngeed,1,Berdiri,O1,kiri (A1),0.455,62.7,False,False,-16.009,-13.009
P09,timestamp_manual,Ngeed,1,Berdiri,F7,kiri (A1),0.0,201.8,False,False,4.155,1.411
P09,timestamp_manual,Ngeed,1,Berdiri,T3,kiri (A1),0.806,50.9,False,False,-30.784,-21.949
P09,timestamp_manual,Ngeed,1,Berdiri,T5,kiri (A1),0.0,131.6,False,True,4.38,0.64
P09,timestamp_manual,Ngeed,1,Berdiri,Fp2,kanan (A2),0.0,366.7,False,False,2.283,1.51
P09,timestamp_manual,Ngeed,1,Berdiri,F4,kanan (A2),0.0,238.0,False,False,1.334,-0.695
P09,timestamp_manual,Ngeed,1,Berdiri,C4,kanan (A2),0.018,120.6,False,True,-6.332,-6.572
P09,timestamp_manual,Ngeed,1,Berdiri,P4,kanan (A2),0.0,193.3,False,False,5.33,2.414
P09,timestamp_manual,Ngeed,1,Berdiri,O2,kanan (A2),0.0,182.1,False,False,4.963,1.127
P09,timestamp_manual,Ngeed,1,Berdiri,F8,kanan (A2),0.0,665.6,False,False,-1.453,-3.037
P09,timestamp_manual,Ngeed,1,Berdiri,T4,kanan (A2),0.0,282.0,False,False,1.636,1.141
P09,timestamp_manual,Ngeed,1,Berdiri,T6,kanan (A2),0.0,517.9,False,False,-2.623,-0.424
P09,timestamp_manual,Ngeed,2,Gerak,Fp1,kiri (A1),0.0,163.8,False,False,1.801,-2.102
P09,timestamp_manual,Ngeed,2,Gerak,F3,kiri (A1),0.0,126.2,False,True,6.466,0.287
P09,timestamp_manual,Ngeed,2,Gerak,C3,kiri (A1),0.0,117.9,False,True,7.74,1.425
P09,timestamp_manual,Ngeed,2,Gerak,P3,kiri (A1),0.0,90.6,False,True,0.049,-5.015
P09,timestamp_manual,Ngeed,2,Gerak,O1,kiri (A1),0.054,67.0,False,True,-7.722,-8.627
P09,timestamp_manual,Ngeed,2,Gerak,F7,kiri (A1),0.0,219.2,False,False,4.77,1.84
P09,timestamp_manual,Ngeed,2,Gerak,T3,kiri (A1),0.47,48.5,False,False,-18.839,-14.396
P09,timestamp_manual,Ngeed,2,Gerak,T5,kiri (A1),0.0,120.0,False,True,2.871,1.576
P09,timestamp_manual,Ngeed,2,Gerak,Fp2,kanan (A2),0.0,299.8,False,False,-0.281,2.725
P09,timestamp_manual,Ngeed,2,Gerak,F4,kanan (A2),0.0,157.4,False,False,-1.271,-0.257
P09,timestamp_manual,Ngeed,2,Gerak,C4,kanan (A2),0.0,111.4,False,True,-2.45,-1.859
P09,timestamp_manual,Ngeed,2,Gerak,P4,kanan (A2),0.0,195.8,False,False,4.78,5.069
P09,timestamp_manual,Ngeed,2,Gerak,O2,kanan (A2),0.0,203.9,False,False,5.007,3.096
P09,timestamp_manual,Ngeed,2,Gerak,F8,kanan (A2),0.0,920.1,False,False,4.231,3.674
P09,timestamp_manual,Ngeed,2,Gerak,T4,kanan (A2),0.0,369.5,False,False,3.872,3.612
P09,timestamp_manual,Ngeed,2,Gerak,T6,kanan (A2),0.0,633.7,False,False,4.763,3.849
P09,timestamp_manual,Ngeed,2,Tahan,Fp1,kiri (A1),0.092,81.1,False,True,-5.996,-3.1
P09,timestamp_manual,Ngeed,2,Tahan,F3,kiri (A1),0.179,101.8,False,False,3.024,-0.952
P09,timestamp_manual,Ngeed,2,Tahan,C3,kiri (A1),0.267,89.9,False,False,4.552,-1.125
P09,timestamp_manual,Ngeed,2,Tahan,P3,kiri (A1),0.748,22.7,False,False,-16.361,-16.053
P09,timestamp_manual,Ngeed,2,Tahan,O1,kiri (A1),0.88,16.5,False,False,-24.96,-22.841
P09,timestamp_manual,Ngeed,2,Tahan,F7,kiri (A1),0.0,155.1,False,False,0.394,-1.86
P09,timestamp_manual,Ngeed,2,Tahan,T3,kiri (A1),0.967,5.9,False,False,-58.3,-60.492
P09,timestamp_manual,Ngeed,2,Tahan,T5,kiri (A1),0.0,92.9,False,True,0.985,-0.304
P09,timestamp_manual,Ngeed,2,Tahan,Fp2,kanan (A2),0.0,204.8,False,False,-6.81,1.567
P09,timestamp_manual,Ngeed,2,Tahan,F4,kanan (A2),0.442,145.2,False,False,-6.886,-1.219
P09,timestamp_manual,Ngeed,2,Tahan,C4,kanan (A2),0.792,62.1,False,False,-21.632,-17.295
P09,timestamp_manual,Ngeed,2,Tahan,P4,kanan (A2),0.354,134.6,False,False,-1.418,1.155
P09,timestamp_manual,Ngeed,2,Tahan,O2,kanan (A2),0.442,169.6,False,False,-2.394,0.159
P09,timestamp_manual,Ngeed,2,Tahan,F8,kanan (A2),0.398,109.0,False,False,-16.461,-12.042
P09,timestamp_manual,Ngeed,2,Tahan,T4,kanan (A2),0.573,142.6,False,False,-8.824,-7.367
P09,timestamp_manual,Ngeed,2,Tahan,T6,kanan (A2),0.398,123.6,False,False,-11.877,-5.695
P09,timestamp_manual,Ngeed,2,Naik,Fp1,kiri (A1),0.816,8.7,False,False,-33.7,-26.918
P09,timestamp_manual,Ngeed,2,Naik,F3,kiri (A1),0.877,7.2,False,False,-45.375,-36.513
P09,timestamp_manual,Ngeed,2,Naik,C3,kiri (A1),1.0,0.0,False,False,-70.974,-90.182
P09,timestamp_manual,Ngeed,2,Naik,P3,kiri (A1),1.0,0.0,False,False,-303.508,-295.882
P09,timestamp_manual,Ngeed,2,Naik,O1,kiri (A1),1.0,0.0,False,False,-305.843,-298.658
P09,timestamp_manual,Ngeed,2,Naik,F7,kiri (A1),0.0,162.8,False,False,1.212,-2.044
P09,timestamp_manual,Ngeed,2,Naik,T3,kiri (A1),1.0,0.0,False,False,-304.231,-298.296
P09,timestamp_manual,Ngeed,2,Naik,T5,kiri (A1),0.73,14.9,False,False,-28.468,-18.868
P09,timestamp_manual,Ngeed,2,Naik,Fp2,kanan (A2),0.245,269.5,False,False,-4.739,-6.18
P09,timestamp_manual,Ngeed,2,Naik,F4,kanan (A2),0.699,55.7,False,False,-14.027,-10.891
P09,timestamp_manual,Ngeed,2,Naik,C4,kanan (A2),0.939,8.8,False,False,-42.009,-27.478
P09,timestamp_manual,Ngeed,2,Naik,P4,kanan (A2),0.638,75.7,False,False,-6.974,-5.421
P09,timestamp_manual,Ngeed,2,Naik,O2,kanan (A2),0.638,77.0,False,False,-7.303,-10.199
P09,timestamp_manual,Ngeed,2,Naik,F8,kanan (A2),0.515,366.0,False,False,-1.864,-0.197
P09,timestamp_manual,Ngeed,2,Naik,T4,kanan (A2),0.638,58.3,False,False,-15.42,-13.172
P09,timestamp_manual,Ngeed,2,Naik,T6,kanan (A2),0.577,282.4,False,False,-3.973,-1.618
P09,timestamp_manual,Ngeed,2,Berdiri,Fp1,kiri (A1),0.687,37.8,False,False,-22.879,-15.674
P09,timestamp_manual,Ngeed,2,Berdiri,F3,kiri (A1),0.95,7.2,False,False,-49.602,-41.224
P09,timestamp_manual,Ngeed,2,Berdiri,C3,kiri (A1),1.0,0.1,False,False,-136.719,-131.398
P09,timestamp_manual,Ngeed,2,Berdiri,P3,kiri (A1),1.0,0.0,False,False,-124.319,-131.781
