participant_id,sumber,gerakan,rep,fase,kanal,belahan,datar_frac,ptp_uv,clipping,layak_ketat,delta_db,emg_db
P09,repo_video,Agem Kanan,4,Gerak,P3,kiri (A1),0.0,273.5,False,False,8.22,-3.302
P09,repo_video,Agem Kanan,4,Gerak,O1,kiri (A1),0.0,291.0,False,False,7.341,-5.472
P09,repo_video,Agem Kanan,4,Gerak,F7,kiri (A1),0.0,336.0,False,False,6.624,-0.289
P09,repo_video,Agem Kanan,4,Gerak,T3,kiri (A1),0.0,298.7,False,False,9.12,-4.063
P09,repo_video,Agem Kanan,4,Gerak,T5,kiri (A1),0.0,264.9,False,False,7.925,-2.92
P09,repo_video,Agem Kanan,4,Gerak,Fp2,kanan (A2),0.0,615.2,False,False,9.164,8.032
P09,repo_video,Agem Kanan,4,Gerak,F4,kanan (A2),0.0,697.9,False,False,11.431,7.445
P09,repo_video,Agem Kanan,4,Gerak,C4,kanan (A2),0.0,488.2,False,False,10.4,1.086
P09,repo_video,Agem Kanan,4,Gerak,P4,kanan (A2),0.0,524.6,False,False,12.832,12.627
P09,repo_video,Agem Kanan,4,Gerak,O2,kanan (A2),0.0,562.3,False,False,13.385,11.592
P09,repo_video,Agem Kanan,4,Gerak,F8,kanan (A2),0.0,706.3,False,False,2.573,4.007
P09,repo_video,Agem Kanan,4,Gerak,T4,kanan (A2),0.0,694.7,False,False,7.67,6.822
P09,repo_video,Agem Kanan,4,Gerak,T6,kanan (A2),0.0,467.4,False,False,5.908,3.279
P09,repo_video,Agem Kanan,4,Naik,Fp1,kiri (A1),0.298,130.3,False,False,-7.347,-0.473
P09,repo_video,Agem Kanan,4,Naik,F3,kiri (A1),0.381,91.9,False,False,1.951,0.226
P09,repo_video,Agem Kanan,4,Naik,C3,kiri (A1),0.381,72.4,False,False,3.118,-0.021
P09,repo_video,Agem Kanan,4,Naik,P3,kiri (A1),0.56,66.6,False,False,-8.67,-6.425
P09,repo_video,Agem Kanan,4,Naik,O1,kiri (A1),0.679,55.8,False,False,-18.747,-9.35
P09,repo_video,Agem Kanan,4,Naik,F7,kiri (A1),0.0,139.9,False,True,0.88,0.723
P09,repo_video,Agem Kanan,4,Naik,T3,kiri (A1),0.738,52.2,False,False,-21.345,-11.603
P09,repo_video,Agem Kanan,4,Naik,T5,kiri (A1),0.321,66.0,False,False,-2.231,0.474
P09,repo_video,Agem Kanan,4,Naik,Fp2,kanan (A2),0.0,415.9,False,False,1.959,4.036
P09,repo_video,Agem Kanan,4,Naik,F4,kanan (A2),0.0,366.8,False,False,2.466,5.467
P09,repo_video,Agem Kanan,4,Naik,C4,kanan (A2),0.202,216.8,False,False,-1.459,-3.747
P09,repo_video,Agem Kanan,4,Naik,P4,kanan (A2),0.0,300.6,False,False,5.02,7.718
P09,repo_video,Agem Kanan,4,Naik,O2,kanan (A2),0.0,300.6,False,False,4.754,5.82
P09,repo_video,Agem Kanan,4,Naik,F8,kanan (A2),0.0,366.2,False,False,-4.203,0.669
P09,repo_video,Agem Kanan,4,Naik,T4,kanan (A2),0.0,367.1,False,False,0.177,3.76
P09,repo_video,Agem Kanan,4,Naik,T6,kanan (A2),0.0,227.5,False,False,-10.657,-3.12
P09,repo_video,Agem Kiri,3,Gerak,Fp1,kiri (A1),0.0,324.8,False,False,11.41,3.18
P09,repo_video,Agem Kiri,3,Gerak,F3,kiri (A1),0.0,266.4,False,False,15.841,8.344
P09,repo_video,Agem Kiri,3,Gerak,C3,kiri (A1),0.0,299.0,False,False,18.199,11.762
P09,repo_video,Agem Kiri,3,Gerak,P3,kiri (A1),0.0,199.6,False,False,9.149,2.669
P09,repo_video,Agem Kiri,3,Gerak,O1,kiri (A1),0.0,194.5,False,False,4.204,0.411
P09,repo_video,Agem Kiri,3,Gerak,F7,kiri (A1),0.0,570.6,False,False,17.837,15.093
P09,repo_video,Agem Kiri,3,Gerak,T3,kiri (A1),0.0,237.9,False,False,5.773,0.173
P09,repo_video,Agem Kiri,3,Gerak,T5,kiri (A1),0.0,348.9,False,False,15.439,13.811
P09,repo_video,Agem Kiri,3,Gerak,Fp2,kanan (A2),0.0,650.2,False,False,10.649,5.687
P09,repo_video,Agem Kiri,3,Gerak,F4,kanan (A2),0.0,656.4,False,False,13.534,8.781
P09,repo_video,Agem Kiri,3,Gerak,C4,kanan (A2),0.0,660.2,False,False,16.56,7.475
P09,repo_video,Agem Kiri,3,Gerak,P4,kanan (A2),0.0,656.1,False,False,18.553,12.392
P09,repo_video,Agem Kiri,3,Gerak,O2,kanan (A2),0.0,651.5,False,False,17.801,10.816
P09,repo_video,Agem Kiri,3,Gerak,F8,kanan (A2),0.0,656.3,False,False,6.808,0.772
P09,repo_video,Agem Kiri,3,Gerak,T4,kanan (A2),0.0,660.4,False,False,12.978,7.462
P09,repo_video,Agem Kiri,3,Gerak,T6,kanan (A2),0.0,707.7,False,False,10.625,6.878
P09,repo_video,Agem Kiri,3,Tahan,Fp1,kiri (A1),0.22,170.2,False,False,-12.309,-9.271
P09,repo_video,Agem Kiri,3,Tahan,F3,kiri (A1),0.738,139.3,False,False,-7.536,-8.889
P09,repo_video,Agem Kiri,3,Tahan,C3,kiri (A1),0.738,141.0,False,False,-6.9,-4.382
P09,repo_video,Agem Kiri,3,Tahan,P3,kiri (A1),0.848,56.1,False,False,-23.635,-14.753
P09,repo_video,Agem Kiri,3,Tahan,O1,kiri (A1),0.848,49.8,False,False,-28.891,-17.326
P09,repo_video,Agem Kiri,3,Tahan,F7,kiri (A1),0.0,487.5,False,False,6.965,6.117
P09,repo_video,Agem Kiri,3,Tahan,T3,kiri (A1),0.848,22.7,False,False,-23.868,-37.49
P09,repo_video,Agem Kiri,3,Tahan,T5,kiri (A1),0.573,186.1,False,False,-3.472,-0.405
P09,repo_video,Agem Kiri,3,Tahan,Fp2,kanan (A2),0.0,785.4,False,False,5.709,2.998
P09,repo_video,Agem Kiri,3,Tahan,F4,kanan (A2),0.408,760.6,False,False,7.584,3.792
P09,repo_video,Agem Kiri,3,Tahan,C4,kanan (A2),0.628,586.1,False,False,7.015,1.346
P09,repo_video,Agem Kiri,3,Tahan,P4,kanan (A2),0.242,742.5,False,False,12.615,8.08
P09,repo_video,Agem Kiri,3,Tahan,O2,kanan (A2),0.187,742.6,False,False,11.441,5.061
P09,repo_video,Agem Kiri,3,Tahan,F8,kanan (A2),0.0,777.7,False,False,-0.096,-2.334
P09,repo_video,Agem Kiri,3,Tahan,T4,kanan (A2),0.408,752.8,False,False,7.157,3.371
P09,repo_video,Agem Kiri,3,Tahan,T6,kanan (A2),0.298,825.5,False,False,6.012,5.037
P09,repo_video,Agem Kiri,3,Naik,Fp1,kiri (A1),0.0,169.3,False,False,-0.44,6.126
P09,repo_video,Agem Kiri,3,Naik,F3,kiri (A1),0.884,1.3,False,False,-33.315,-38.124
P09,repo_video,Agem Kiri,3,Naik,C3,kiri (A1),0.884,5.2,False,False,-27.907,-31.888
P09,repo_video,Agem Kiri,3,Naik,P3,kiri (A1),1.0,1.6,False,False,-31.955,-38.455
P09,repo_video,Agem Kiri,3,Naik,O1,kiri (A1),1.0,0.2,False,False,-57.431,-83.094
P09,repo_video,Agem Kiri,3,Naik,F7,kiri (A1),0.0,608.6,False,False,12.44,18.431
P09,repo_video,Agem Kiri,3,Naik,T3,kiri (A1),0.0,97.5,False,True,-2.944,3.095
P09,repo_video,Agem Kiri,3,Naik,T5,kiri (A1),0.0,27.8,False,True,-12.501,-13.053
P09,repo_video,Agem Kiri,3,Naik,Fp2,kanan (A2),0.0,111.7,False,True,-4.731,-0.833
P09,repo_video,Agem Kiri,3,Naik,F4,kanan (A2),0.884,5.5,False,False,-47.631,-35.079
P09,repo_video,Agem Kiri,3,Naik,C4,kanan (A2),0.884,5.5,False,False,-48.358,-39.622
P09,repo_video,Agem Kiri,3,Naik,P4,kanan (A2),0.884,5.5,False,False,-39.937,-29.062
P09,repo_video,Agem Kiri,3,Naik,O2,kanan (A2),0.419,7.0,False,False,-28.558,-25.962
P09,repo_video,Agem Kiri,3,Naik,F8,kanan (A2),0.0,29.1,False,True,-22.229,-7.389
P09,repo_video,Agem Kiri,3,Naik,T4,kanan (A2),0.419,5.6,False,False,-42.689,-36.504
P09,repo_video,Agem Kiri,3,Naik,T6,kanan (A2),0.884,5.3,False,False,-37.076,-38.434
P09,repo_video,Agem Kiri,4,Gerak,Fp1,kiri (A1),0.0,382.7,False,False,12.534,6.159
P09,repo_video,Agem Kiri,4,Gerak,F3,kiri (A1),0.0,294.0,False,False,16.822,11.602
P09,repo_video,Agem Kiri,4,Gerak,C3,kiri (A1),0.0,359.2,False,False,19.936,14.935
P09,repo_video,Agem Kiri,4,Gerak,P3,kiri (A1),0.0,232.9,False,False,12.793,9.594
P09,repo_video,Agem Kiri,4,Gerak,O1,kiri (A1),0.0,242.4,False,False,9.3,8.436
P09,repo_video,Agem Kiri,4,Gerak,F7,kiri (A1),0.0,470.8,False,False,15.802,13.03
P09,repo_video,Agem Kiri,4,Gerak,T3,kiri (A1),0.0,609.4,False,False,21.924,6.493
P09,repo_video,Agem Kiri,4,Gerak,T5,kiri (A1),0.0,454.3,False,False,15.955,14.642
P09,repo_video,Agem Kiri,4,Gerak,Fp2,kanan (A2),0.0,414.1,False,False,11.514,3.554
P09,repo_video,Agem Kiri,4,Gerak,F4,kanan (A2),0.0,350.7,False,False,13.279,4.72
P09,repo_video,Agem Kiri,4,Gerak,C4,kanan (A2),0.0,329.4,False,False,14.687,-2.886
P09,repo_video,Agem Kiri,4,Gerak,P4,kanan (A2),0.0,346.7,False,False,16.756,11.119
P09,repo_video,Agem Kiri,4,Gerak,O2,kanan (A2),0.0,323.4,False,False,15.772,9.872
P09,repo_video,Agem Kiri,4,Gerak,F8,kanan (A2),0.0,397.7,False,False,6.241,2.488
P09,repo_video,Agem Kiri,4,Gerak,T4,kanan (A2),0.0,378.6,False,False,12.523,2.996
P09,repo_video,Agem Kiri,4,Gerak,T6,kanan (A2),0.0,224.1,False,False,0.631,-5.735
P09,repo_video,Agem Kiri,4,Tahan,Fp1,kiri (A1),0.469,90.3,False,False,-21.739,-16.115
P09,repo_video,Agem Kiri,4,Tahan,F3,kiri (A1),0.819,55.9,False,False,-20.685,-13.193
P09,repo_video,Agem Kiri,4,Tahan,C3,kiri (A1),0.819,84.7,False,False,-12.92,-12.085
P09,repo_video,Agem Kiri,4,Tahan,P3,kiri (A1),0.936,33.0,False,False,-31.123,-26.712
P09,repo_video,Agem Kiri,4,Tahan,O1,kiri (A1),0.878,46.1,False,False,-31.236,-26.91
P09,repo_video,Agem Kiri,4,Tahan,F7,kiri (A1),0.0,306.4,False,False,2.4,7.287
P09,repo_video,Agem Kiri,4,Tahan,T3,kiri (A1),0.586,106.5,False,False,-12.887,-6.385
P09,repo_video,Agem Kiri,4,Tahan,T5,kiri (A1),0.411,125.2,False,False,-5.714,2.563
P09,repo_video,Agem Kiri,4,Tahan,Fp2,kanan (A2),0.0,242.9,False,False,-4.148,1.568
P09,repo_video,Agem Kiri,4,Tahan,F4,kanan (A2),0.0,206.7,False,False,-3.198,1.125
P09,repo_video,Agem Kiri,4,Tahan,C4,kanan (A2),0.0,92.1,False,True,-5.259,-8.577
P09,repo_video,Agem Kiri,4,Tahan,P4,kanan (A2),0.0,196.8,False,False,2.361,7.548
P09,repo_video,Agem Kiri,4,Tahan,O2,kanan (A2),0.0,207.3,False,False,0.395,5.769
P09,repo_video,Agem Kiri,4,Tahan,F8,kanan (A2),0.0,286.4,False,False,-10.561,-0.36
P09,repo_video,Agem Kiri,4,Tahan,T4,kanan (A2),0.0,196.7,False,False,-3.693,-0.861
P09,repo_video,Agem Kiri,4,Tahan,T6,kanan (A2),0.0,118.5,False,True,-9.703,-5.623
P09,repo_video,Agem Kiri,4,Naik,Fp1,kiri (A1),0.237,58.7,False,False,-15.524,-5.315
P09,repo_video,Agem Kiri,4,Naik,F3,kiri (A1),1.0,1.9,False,False,-32.603,-40.955
P09,repo_video,Agem Kiri,4,Naik,C3,kiri (A1),1.0,1.7,False,False,-34.651,-37.16
P09,repo_video,Agem Kiri,4,Naik,P3,kiri (A1),1.0,0.6,False,False,-48.125,-59.695
P09,repo_video,Agem Kiri,4,Naik,O1,kiri (A1),1.0,1.6,False,False,-44.285,-43.165
P09,repo_video,Agem Kiri,4,Naik,F7,kiri (A1),0.0,296.9,False,False,5.675,11.738
P09,repo_video,Agem Kiri,4,Naik,T3,kiri (A1),0.763,2.3,False,False,-37.776,-40.872
P09,repo_video,Agem Kiri,4,Naik,T5,kiri (A1),0.5,18.4,False,False,-23.096,-13.391
P09,repo_video,Agem Kiri,4,Naik,Fp2,kanan (A2),0.0,529.8,False,False,-3.146,1.433
P09,repo_video,Agem Kiri,4,Naik,F4,kanan (A2),0.0,396.3,False,False,0.249,3.462
P09,repo_video,Agem Kiri,4,Naik,C4,kanan (A2),0.0,78.2,False,True,-14.707,-16.577
P09,repo_video,Agem Kiri,4,Naik,P4,kanan (A2),0.0,268.3,False,False,1.358,8.776
P09,repo_video,Agem Kiri,4,Naik,O2,kanan (A2),0.0,273.4,False,False,3.469,5.655
P09,repo_video,Agem Kiri,4,Naik,F8,kanan (A2),0.0,387.1,False,False,-6.203,1.04
P09,repo_video,Agem Kiri,4,Naik,T4,kanan (A2),0.0,245.7,False,False,-8.171,-0.056
P09,repo_video,Agem Kiri,4,Naik,T6,kanan (A2),0.0,101.3,False,True,-16.34,-5.217
P09,repo_video,-,0,Istirahat,Fp1,kiri (A1),0.026,252.4,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,F3,kiri (A1),0.089,175.7,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,C3,kiri (A1),0.121,188.7,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,P3,kiri (A1),0.055,213.3,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,O1,kiri (A1),0.059,294.7,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,F7,kiri (A1),0.0,263.0,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,T3,kiri (A1),0.054,296.5,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,T5,kiri (A1),0.052,235.0,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,Fp2,kanan (A2),0.0,467.5,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,F4,kanan (A2),0.039,459.6,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,C4,kanan (A2),0.055,310.7,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,P4,kanan (A2),0.047,204.2,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,O2,kanan (A2),0.026,200.1,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,F8,kanan (A2),0.022,809.7,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,T4,kanan (A2),0.014,419.1,False,,0.0,0.0
P09,repo_video,-,0,Istirahat,T6,kanan (A2),0.013,613.6,False,,0.0,0.0
P31,timestamp_manual,Agem Kanan,1,Gerak,Fp1,kiri (A1),0.0,110.3,False,True,4.762,0.795
P31,timestamp_manual,Agem Kanan,1,Gerak,F3,kiri (A1),0.0,93.7,False,True,2.235,-1.446
P31,timestamp_manual,Agem Kanan,1,Gerak,C3,kiri (A1),0.0,142.8,False,True,5.672,-0.23
P31,timestamp_manual,Agem Kanan,1,Gerak,P3,kiri (A1),0.0,134.6,False,True,-0.897,-4.303
P31,timestamp_manual,Agem Kanan,1,Gerak,O1,kiri (A1),0.0,184.9,False,False,0.017,-3.316
P31,timestamp_manual,Agem Kanan,1,Gerak,F7,kiri (A1),0.0,153.3,False,False,5.647,2.859
P31,timestamp_manual,Agem Kanan,1,Gerak,T3,kiri (A1),0.0,151.1,False,False,4.279,0.153
P31,timestamp_manual,Agem Kanan,1,Gerak,T5,kiri (A1),0.0,271.6,False,False,6.302,0.946
P31,timestamp_manual,Agem Kanan,1,Gerak,Fp2,kanan (A2),0.0,706.8,False,False,17.643,21.515
P31,timestamp_manual,Agem Kanan,1,Gerak,F4,kanan (A2),0.0,711.9,False,False,17.932,15.814
P31,timestamp_manual,Agem Kanan,1,Gerak,C4,kanan (A2),0.0,751.0,False,False,16.826,14.814
P31,timestamp_manual,Agem Kanan,1,Gerak,P4,kanan (A2),0.0,622.4,False,False,15.296,21.82
P31,timestamp_manual,Agem Kanan,1,Gerak,O2,kanan (A2),0.0,538.0,False,False,15.971,14.3
P31,timestamp_manual,Agem Kanan,1,Gerak,F8,kanan (A2),0.0,729.3,False,False,16.904,11.371
P31,timestamp_manual,Agem Kanan,1,Gerak,T4,kanan (A2),0.0,762.3,False,False,18.766,19.163
P31,timestamp_manual,Agem Kanan,1,Gerak,T6,kanan (A2),0.0,923.0,False,False,19.029,17.077
P31,timestamp_manual,Agem Kanan,1,Tahan,Fp1,kiri (A1),0.0,195.6,False,False,6.49,2.391
P31,timestamp_manual,Agem Kanan,1,Tahan,F3,kiri (A1),0.0,161.5,False,False,6.935,3.304
P31,timestamp_manual,Agem Kanan,1,Tahan,C3,kiri (A1),0.0,362.6,False,False,11.3,7.215
P31,timestamp_manual,Agem Kanan,1,Tahan,P3,kiri (A1),0.0,450.1,False,False,16.176,3.5
P31,timestamp_manual,Agem Kanan,1,Tahan,O1,kiri (A1),0.0,518.2,False,False,13.251,3.747
P31,timestamp_manual,Agem Kanan,1,Tahan,F7,kiri (A1),0.0,302.7,False,False,10.528,10.209
P31,timestamp_manual,Agem Kanan,1,Tahan,T3,kiri (A1),0.0,426.6,False,False,12.748,10.146
P31,timestamp_manual,Agem Kanan,1,Tahan,T5,kiri (A1),0.0,595.8,False,False,17.293,12.417
P31,timestamp_manual,Agem Kanan,1,Tahan,Fp2,kanan (A2),0.0,511.2,False,False,15.56,13.457
P31,timestamp_manual,Agem Kanan,1,Tahan,F4,kanan (A2),0.0,566.3,False,False,16.768,9.904
P31,timestamp_manual,Agem Kanan,1,Tahan,C4,kanan (A2),0.0,685.2,False,False,16.651,8.002
P31,timestamp_manual,Agem Kanan,1,Tahan,P4,kanan (A2),0.0,549.7,False,False,16.173,15.576
P31,timestamp_manual,Agem Kanan,1,Tahan,O2,kanan (A2),0.0,508.4,False,False,14.901,9.044
P31,timestamp_manual,Agem Kanan,1,Tahan,F8,kanan (A2),0.0,697.4,False,False,14.91,9.038
P31,timestamp_manual,Agem Kanan,1,Tahan,T4,kanan (A2),0.0,701.4,False,False,18.007,17.641
P31,timestamp_manual,Agem Kanan,1,Tahan,T6,kanan (A2),0.0,749.7,False,False,20.91,15.945
P31,timestamp_manual,Agem Kanan,1,Naik,Fp1,kiri (A1),0.0,122.2,False,True,5.767,-1.076
P31,timestamp_manual,Agem Kanan,1,Naik,F3,kiri (A1),0.0,189.9,False,False,10.559,2.374
P31,timestamp_manual,Agem Kanan,1,Naik,C3,kiri (A1),0.0,269.9,False,False,12.705,4.013
P31,timestamp_manual,Agem Kanan,1,Naik,P3,kiri (A1),0.0,508.5,False,False,19.603,6.916
P31,timestamp_manual,Agem Kanan,1,Naik,O1,kiri (A1),0.0,210.8,False,False,8.459,-1.389
P31,timestamp_manual,Agem Kanan,1,Naik,F7,kiri (A1),0.0,132.3,False,True,5.287,5.922
P31,timestamp_manual,Agem Kanan,1,Naik,T3,kiri (A1),0.0,307.2,False,False,14.457,1.168
P31,timestamp_manual,Agem Kanan,1,Naik,T5,kiri (A1),0.0,441.8,False,False,14.319,7.153
P31,timestamp_manual,Agem Kanan,1,Naik,Fp2,kanan (A2),0.0,594.6,False,False,18.803,20.946
P31,timestamp_manual,Agem Kanan,1,Naik,F4,kanan (A2),0.0,571.3,False,False,19.536,16.007
P31,timestamp_manual,Agem Kanan,1,Naik,C4,kanan (A2),0.0,647.6,False,False,16.611,13.223
P31,timestamp_manual,Agem Kanan,1,Naik,P4,kanan (A2),0.0,640.8,False,False,18.922,22.055
P31,timestamp_manual,Agem Kanan,1,Naik,O2,kanan (A2),0.0,636.4,False,False,16.151,13.182
P31,timestamp_manual,Agem Kanan,1,Naik,F8,kanan (A2),0.0,747.9,False,False,15.549,10.789
P31,timestamp_manual,Agem Kanan,1,Naik,T4,kanan (A2),0.0,627.9,False,False,20.008,19.262
P31,timestamp_manual,Agem Kanan,1,Naik,T6,kanan (A2),0.0,715.5,False,False,17.198,19.794
P31,timestamp_manual,Agem Kanan,1,Berdiri,Fp1,kiri (A1),0.0,256.3,False,False,7.23,4.515
P31,timestamp_manual,Agem Kanan,1,Berdiri,F3,kiri (A1),0.074,240.5,False,False,7.284,5.46
P31,timestamp_manual,Agem Kanan,1,Berdiri,C3,kiri (A1),0.029,342.0,False,False,10.47,5.798
P31,timestamp_manual,Agem Kanan,1,Berdiri,P3,kiri (A1),0.074,366.2,False,False,10.079,5.719
P31,timestamp_manual,Agem Kanan,1,Berdiri,O1,kiri (A1),0.0,348.2,False,False,12.83,4.265
P31,timestamp_manual,Agem Kanan,1,Berdiri,F7,kiri (A1),0.0,242.0,False,False,9.354,9.226
P31,timestamp_manual,Agem Kanan,1,Berdiri,T3,kiri (A1),0.029,470.7,False,False,16.488,3.89
P31,timestamp_manual,Agem Kanan,1,Berdiri,T5,kiri (A1),0.0,445.3,False,False,13.941,7.923
P31,timestamp_manual,Agem Kanan,1,Berdiri,Fp2,kanan (A2),0.0,653.1,False,False,17.06,17.017
P31,timestamp_manual,Agem Kanan,1,Berdiri,F4,kanan (A2),0.0,535.2,False,False,17.277,12.544
P31,timestamp_manual,Agem Kanan,1,Berdiri,C4,kanan (A2),0.0,678.8,False,False,14.097,12.719
P31,timestamp_manual,Agem Kanan,1,Berdiri,P4,kanan (A2),0.0,595.5,False,False,16.741,17.827
P31,timestamp_manual,Agem Kanan,1,Berdiri,O2,kanan (A2),0.0,531.5,False,False,14.078,13.089
P31,timestamp_manual,Agem Kanan,1,Berdiri,F8,kanan (A2),0.0,698.9,False,False,14.182,10.72
P31,timestamp_manual,Agem Kanan,1,Berdiri,T4,kanan (A2),0.0,706.1,False,False,14.636,19.628
P31,timestamp_manual,Agem Kanan,1,Berdiri,T6,kanan (A2),0.0,726.0,False,False,18.852,16.908
P31,timestamp_manual,Agem Kanan,2,Gerak,Fp1,kiri (A1),0.0,391.8,False,False,17.213,6.327
P31,timestamp_manual,Agem Kanan,2,Gerak,F3,kiri (A1),0.205,431.4,False,False,16.043,6.301
P31,timestamp_manual,Agem Kanan,2,Gerak,C3,kiri (A1),0.051,591.3,False,False,20.35,7.601
P31,timestamp_manual,Agem Kanan,2,Gerak,P3,kiri (A1),0.256,418.3,False,False,16.695,5.697
P31,timestamp_manual,Agem Kanan,2,Gerak,O1,kiri (A1),0.0,513.0,False,False,17.216,4.336
P31,timestamp_manual,Agem Kanan,2,Gerak,F7,kiri (A1),0.0,474.8,False,False,20.449,9.949
P31,timestamp_manual,Agem Kanan,2,Gerak,T3,kiri (A1),0.051,462.1,False,False,18.333,5.762
P31,timestamp_manual,Agem Kanan,2,Gerak,T5,kiri (A1),0.0,661.9,False,False,21.251,7.396
P31,timestamp_manual,Agem Kanan,2,Gerak,Fp2,kanan (A2),0.0,646.3,False,False,18.383,21.158
P31,timestamp_manual,Agem Kanan,2,Gerak,F4,kanan (A2),0.0,636.4,False,False,17.937,15.348
P31,timestamp_manual,Agem Kanan,2,Gerak,C4,kanan (A2),0.0,716.1,False,False,16.275,13.87
P31,timestamp_manual,Agem Kanan,2,Gerak,P4,kanan (A2),0.0,736.0,False,False,16.882,20.37
P31,timestamp_manual,Agem Kanan,2,Gerak,O2,kanan (A2),0.0,632.2,False,False,18.297,17.572
P31,timestamp_manual,Agem Kanan,2,Gerak,F8,kanan (A2),0.0,776.5,False,False,15.32,14.234
P31,timestamp_manual,Agem Kanan,2,Gerak,T4,kanan (A2),0.0,767.0,False,False,20.626,20.905
P31,timestamp_manual,Agem Kanan,2,Gerak,T6,kanan (A2),0.0,783.4,False,False,20.517,18.072
P31,timestamp_manual,Agem Kanan,2,Tahan,Fp1,kiri (A1),0.0,192.5,False,False,5.591,3.369
P31,timestamp_manual,Agem Kanan,2,Tahan,F3,kiri (A1),0.0,198.8,False,False,12.378,4.989
P31,timestamp_manual,Agem Kanan,2,Tahan,C3,kiri (A1),0.0,213.4,False,False,10.813,4.275
P31,timestamp_manual,Agem Kanan,2,Tahan,P3,kiri (A1),0.0,194.9,False,False,10.046,4.535
P31,timestamp_manual,Agem Kanan,2,Tahan,O1,kiri (A1),0.0,301.8,False,False,10.608,1.953
P31,timestamp_manual,Agem Kanan,2,Tahan,F7,kiri (A1),0.0,200.7,False,False,9.066,7.878
P31,timestamp_manual,Agem Kanan,2,Tahan,T3,kiri (A1),0.0,169.5,False,False,5.81,3.206
P31,timestamp_manual,Agem Kanan,2,Tahan,T5,kiri (A1),0.0,559.2,False,False,16.619,8.148
P31,timestamp_manual,Agem Kanan,2,Tahan,Fp2,kanan (A2),0.0,611.2,False,False,19.944,16.62
P31,timestamp_manual,Agem Kanan,2,Tahan,F4,kanan (A2),0.0,603.1,False,False,20.128,11.176
P31,timestamp_manual,Agem Kanan,2,Tahan,C4,kanan (A2),0.0,589.4,False,False,17.109,10.219
P31,timestamp_manual,Agem Kanan,2,Tahan,P4,kanan (A2),0.0,619.4,False,False,15.837,16.165
P31,timestamp_manual,Agem Kanan,2,Tahan,O2,kanan (A2),0.0,563.0,False,False,16.618,12.282
P31,timestamp_manual,Agem Kanan,2,Tahan,F8,kanan (A2),0.0,663.7,False,False,16.891,11.22
P31,timestamp_manual,Agem Kanan,2,Tahan,T4,kanan (A2),0.0,702.4,False,False,19.334,18.006
P31,timestamp_manual,Agem Kanan,2,Tahan,T6,kanan (A2),0.0,621.6,False,False,18.626,18.509
P31,timestamp_manual,Agem Kanan,2,Naik,Fp1,kiri (A1),0.0,347.2,False,False,1.745,5.836
P31,timestamp_manual,Agem Kanan,2,Naik,F3,kiri (A1),0.0,179.0,False,False,8.124,5.654
P31,timestamp_manual,Agem Kanan,2,Naik,C3,kiri (A1),0.0,200.3,False,False,-0.253,5.033
P31,timestamp_manual,Agem Kanan,2,Naik,P3,kiri (A1),0.0,445.0,False,False,10.829,6.047
P31,timestamp_manual,Agem Kanan,2,Naik,O1,kiri (A1),0.0,390.4,False,False,2.842,3.708
P31,timestamp_manual,Agem Kanan,2,Naik,F7,kiri (A1),0.0,266.7,False,False,4.492,10.14
P31,timestamp_manual,Agem Kanan,2,Naik,T3,kiri (A1),0.0,190.6,False,False,4.625,5.841
P31,timestamp_manual,Agem Kanan,2,Naik,T5,kiri (A1),0.0,325.7,False,False,11.612,5.479
P31,timestamp_manual,Agem Kanan,2,Naik,Fp2,kanan (A2),0.0,718.6,False,False,15.913,17.6
P31,timestamp_manual,Agem Kanan,2,Naik,F4,kanan (A2),0.0,740.7,False,False,11.36,11.109
P31,timestamp_manual,Agem Kanan,2,Naik,C4,kanan (A2),0.0,765.7,False,False,9.398,10.038
P31,timestamp_manual,Agem Kanan,2,Naik,P4,kanan (A2),0.0,770.9,False,False,11.303,18.14
P31,timestamp_manual,Agem Kanan,2,Naik,O2,kanan (A2),0.0,754.3,False,False,13.824,15.984
P31,timestamp_manual,Agem Kanan,2,Naik,F8,kanan (A2),0.0,728.9,False,False,12.222,13.057
P31,timestamp_manual,Agem Kanan,2,Naik,T4,kanan (A2),0.0,777.1,False,False,16.312,14.723
P31,timestamp_manual,Agem Kanan,2,Naik,T6,kanan (A2),0.0,717.3,False,False,10.092,14.052
P31,timestamp_manual,Agem Kanan,2,Berdiri,Fp1,kiri (A1),0.0,378.7,False,False,9.796,3.043
P31,timestamp_manual,Agem Kanan,2,Berdiri,F3,kiri (A1),0.189,230.7,False,False,5.59,-1.862
