participant_id,task,phase,channel,hemisphere,n_windows,offset_change_db,exponent_change,global_offset_db,is_simulated,theta_periodic_db,theta_relative_db,mu_periodic_db,mu_relative_db,beta_periodic_db,beta_relative_db,noise_floor_db
P07,NGEED,PRA,Fp1,kiri,3,5.198418554057795,0.18282569734926635,12.56689443419682,False,2.3771827399662104,1.2592079245699972,1.73905957558628,1.4884256632204007,-1.2330425997368226,-0.838338521692491,3.7733980375791187
P07,NGEED,PRA,F3,kiri,3,13.713106164967588,0.5637120009672233,12.56689443419682,False,0.7358973789055812,-0.3820774364906321,-0.2671261398108876,-0.5177600521767669,-1.2940769027498846,-0.899372824705553,3.7733980375791187
P07,NGEED,PRA,C3,kiri,3,12.787061843487493,0.5144390849723572,12.56689443419682,False,1.564968711352237,0.4469938959560238,0.9873012792701114,0.7366673669042321,-1.1482457490976608,-0.7535416710533291,3.7733980375791187
P07,NGEED,PRA,P3,kiri,3,12.346727024906148,0.49723136652937683,12.56689443419682,False,0.783060576011172,-0.3349142393850413,-0.650050278780169,-0.9006841911460484,-0.8102824902139198,-0.4155784121695882,3.7733980375791187
P07,NGEED,PRA,O1,kiri,3,15.341433016268429,0.5050075121278716,12.56689443419682,False,0.10809735951881727,-1.009877455877396,1.8799949106730036,1.6293609983071242,0.020874334125256522,0.4155784121695882,3.7733980375791187
P07,NGEED,PRA,F7,kiri,3,7.236453393023385,0.28281936706542876,12.56689443419682,False,4.800083876425436,3.682109061029223,-0.6222789052125979,-0.8729128175784773,0.4560711476074891,0.8507752256518208,3.7733980375791187
P07,NGEED,PRA,T3,kiri,3,13.163503486937378,0.7651379318722276,12.56689443419682,False,-3.116597289964056,-4.234572105360269,-5.5303735555947044,-5.781007467960584,0.9305215570839899,1.3252256351283216,3.7733980375791187
P07,NGEED,PRA,T5,kiri,3,8.78512478026325,0.21166529577075432,12.56689443419682,False,1.4528890547812545,0.3349142393850413,0.7683939645426463,0.5177600521767669,0.11101627004409934,0.505720348088431,3.7733980375791187
P07,NGEED,PRA,Fp2,kanan,3,1.5086313555717723,0.11266860868057216,8.48184826475594,False,0.39781095216102624,0.2697189320052473,0.24993640594708738,-0.6916757095396129,-0.9283388604443612,-0.6735796084027933,3.7733980375791187
P07,NGEED,PRA,F4,kanan,3,18.981586317011132,1.1801463433060513,8.48184826475594,False,0.17555181805520625,0.047459797899427336,2.659604528378912,1.7179924128922117,-0.7381914687925419,-0.48343221675097403,3.7733980375791187
P07,NGEED,PRA,C4,kanan,3,6.112844719068775,0.26851778164846896,8.48184826475594,False,2.086980737658486,1.958888717502707,0.9985165962326847,0.05690448074598453,0.23851335178352306,0.49327260382509097,3.7733980375791187
P07,NGEED,PRA,P4,kanan,3,7.669321706254584,0.3008744753071293,8.48184826475594,False,0.08063222225635158,-0.047459797899427336,1.8206189892263414,0.8790068737396411,-0.2284683359062152,0.0262909161353527,3.7733980375791187
P07,NGEED,PRA,O2,kanan,3,9.885305171364367,0.26608458424321135,8.48184826475594,False,-1.11951797718445,-1.2476099973402288,0.513888991742004,-0.42772312374469623,-0.28105016817692063,-0.026290916135352727,3.7733980375791187
P07,NGEED,PRA,F8,kanan,3,12.05109199775693,0.525082133444779,8.48184826475594,False,0.9743526946920844,0.8462606745363055,0.8847076347407157,-0.05690448074598453,-0.28528207801735483,-0.030522825975786927,3.7733980375791187
P07,NGEED,PRA,T4,kanan,3,9.294374823257296,0.6659795748663548,8.48184826475594,False,0.03743591910110755,-0.09065610105467137,1.8146598813388923,0.8730477658521921,0.5267734474752954,0.7815326995168633,3.7733980375791187
P07,NGEED,PRA,T6,kanan,3,5.185357756055877,-0.013709979546068674,8.48184826475594,False,-1.1580977597325126,-1.2861897798882915,0.42490522288559873,-0.5167068926011015,-0.193639606838049,0.061119645203518896,3.7733980375791187
