participant_id,is_simulated,baseline_sec,blink_per_min,rest_theta_occ,rest_alpha_occ,rest_beta_occ,rest_n_win_occ,rest_theta_par,rest_alpha_par,rest_beta_par,rest_n_win_par,rest_theta_sm,rest_alpha_sm,rest_beta_sm,rest_n_win_sm,rest_theta_front,rest_alpha_front,rest_beta_front,rest_n_win_front,rest_theta_alpha_ratio,iaf_occ_rest,iaf_par_rest,rest_exponent_occ,rest_exponent_par,rest_exponent_sm,rest_exponent_front
P06,False,62.0,74.5,0.15182854958496267,0.16390765237010696,0.2871943350994415,53,0.152804845255676,0.14366673269696734,0.25208010425140875,55,0.14445634400115107,0.1637739779863573,0.3176635919819233,55,0.14651226432540582,0.1572848629639587,0.32984700718682775,55,0.39445464455023505,,,1.0598910143917872,1.0019701683438087,1.025107935560623,0.9383455205887774
