participant_id,task,rep,phase,band,channel,erd_ref_trial_pct,erd_ref_restEDF_pct,is_simulated
P03,AGEM KANAN,1,PRA,theta,C3,-9.564587029692229,-39.297859607415575,False
P03,AGEM KANAN,1,PRA,theta,C4,-44.035713032909015,-36.508255005884294,False
P03,AGEM KANAN,1,PRA,theta,P3,-43.508298205153274,-0.16351097759280675,False
P03,AGEM KANAN,1,PRA,theta,P4,-40.785299434320436,-49.786471594903944,False
P03,AGEM KANAN,1,PRA,theta,O1,-14.68129033998623,159.4073867085994,False
P03,AGEM KANAN,1,PRA,theta,O2,-73.66580892658799,-45.469025903421986,False
P03,AGEM KANAN,1,PRA,mu,C3,-27.061926312067165,-26.45257826789734,False
P03,AGEM KANAN,1,PRA,mu,C4,11.640272649584581,107.0902265231386,False
P03,AGEM KANAN,1,PRA,mu,P3,-9.916233428347887,25.92676423306235,False
P03,AGEM KANAN,1,PRA,mu,P4,-59.68932808601686,0.8392953820461235,False
P03,AGEM KANAN,1,PRA,mu,O1,-22.126013278349866,400.14599094763525,False
P03,AGEM KANAN,1,PRA,mu,O2,-48.48992292275008,203.4012757190473,False
P03,AGEM KANAN,1,PRA,beta,C3,19.189282418479657,12.000722113649065,False
P03,AGEM KANAN,1,PRA,beta,C4,26.429173723211385,43.337087001395226,False
P03,AGEM KANAN,1,PRA,beta,P3,-17.330562879338395,33.00070740342213,False
P03,AGEM KANAN,1,PRA,beta,P4,-60.91936961113866,33.25798894349945,False
P03,AGEM KANAN,1,PRA,beta,O1,-0.7868460730681481,102.51795275037203,False
P03,AGEM KANAN,1,PRA,beta,O2,-41.59594018187198,102.1387889072368,False
P03,AGEM KANAN,1,TURUN,theta,C3,742.1977771267569,465.30076024815605,False
P03,AGEM KANAN,1,TURUN,theta,C4,1552.91049667594,1775.234679837127,False
P03,AGEM KANAN,1,TURUN,theta,P3,815.6456203669522,1518.1995057992651,False
P03,AGEM KANAN,1,TURUN,theta,P4,3193.8917447827675,2693.190290753989,False
P03,AGEM KANAN,1,TURUN,theta,O1,1745.084389577387,5509.889339212775,False
P03,AGEM KANAN,1,TURUN,theta,O2,1632.2906993091624,3487.104649937199,False
P03,AGEM KANAN,1,TURUN,mu,C3,1030.9538999808312,1040.402251330883,False
P03,AGEM KANAN,1,TURUN,mu,C4,1936.0103926767908,3676.754063888162,False
