participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P10,AGEM KANAN,1,NAIK,beta,25.793012085800335,1066.1449484878742,25.793012085800335,1066.1449484878742,
P10,AGEM KANAN,1,NAIK,mu,77.5393137761365,1366.4943426882635,77.5393137761365,1366.4943426882635,
P10,AGEM KANAN,1,NAIK,theta,103.82269373482778,1546.6321685908986,103.82269373482778,1546.6321685908986,
P10,AGEM KANAN,1,POST,beta,-4.557732589852096,63.60323024311078,-4.557732589852096,63.60323024311078,
P10,AGEM KANAN,1,POST,mu,45.455879384667526,-46.05227753474075,45.455879384667526,-46.05227753474075,
P10,AGEM KANAN,1,POST,theta,-17.937153521451926,-17.6138296997311,-17.937153521451926,-17.6138296997311,0.009094652029994335
P10,AGEM KANAN,1,PRA,beta,-43.1387124472615,78.45459971830793,-43.1387124472615,78.45459971830793,
P10,AGEM KANAN,1,PRA,mu,5.222118441534654,3.769949816124975,5.222118441534654,3.769949816124975,
P10,AGEM KANAN,1,PRA,theta,-2.072016134265768,-18.728228099152332,-2.072016134265768,-18.728228099152332,-0.8007700187542199
P10,AGEM KANAN,1,TAHAN,beta,64.30005706745112,1218.1479927380965,64.30005706745112,1218.1479927380965,
P10,AGEM KANAN,1,TAHAN,mu,39.832637336402016,2769.0234372725727,39.832637336402016,2769.0234372725727,
P10,AGEM KANAN,1,TAHAN,theta,48.933969375670344,2033.9161515867743,48.933969375670344,2033.9161515867743,
P10,AGEM KANAN,1,TURUN,beta,114.69669909266419,830.2296928584386,114.69669909266419,830.2296928584386,
P10,AGEM KANAN,1,TURUN,mu,147.30114597185218,1672.2985905322337,147.30114597185218,1672.2985905322337,
P10,AGEM KANAN,1,TURUN,theta,42.30242594789389,1486.2349286847439,42.30242594789389,1486.2349286847439,
P10,AGEM KANAN,3,NAIK,beta,203.91879868462357,386.55382256660005,203.91879868462357,386.55382256660005,
P10,AGEM KANAN,3,NAIK,mu,97.79422328233196,427.8947743018542,97.79422328233196,427.8947743018542,
P10,AGEM KANAN,3,NAIK,theta,444.73980583392563,213.21819300568325,444.73980583392563,213.21819300568325,
P10,AGEM KANAN,3,POST,beta,-42.36729804538136,120.94675857046032,-42.36729804538136,120.94675857046032,
P10,AGEM KANAN,3,POST,mu,-71.42983106084613,202.53784147197166,-71.42983106084613,202.53784147197166,
P10,AGEM KANAN,3,POST,theta,3.750700799756558,73.17960492054955,3.750700799756558,73.17960492054955,
P10,AGEM KANAN,3,PRA,beta,25.45024876740144,-50.77019559269679,25.45024876740144,-50.77019559269679,
P10,AGEM KANAN,3,PRA,mu,-42.66234961951099,-22.23168130941808,-42.66234961951099,-22.23168130941808,0.3148312412965726
P10,AGEM KANAN,3,PRA,theta,-1.570820601822178,-50.01366025690257,-1.570820601822178,-50.01366025690257,-0.9390971635006191
P10,AGEM KANAN,3,TURUN,beta,97.77361834893615,836.281388823978,97.77361834893615,836.281388823978,
P10,AGEM KANAN,3,TURUN,mu,175.03925205164032,538.3076271486178,175.03925205164032,538.3076271486178,
P10,AGEM KANAN,4,NAIK,beta,15.964547936745031,211.82383416556598,15.964547936745031,211.82383416556598,
P10,AGEM KANAN,4,NAIK,mu,23.133311737114155,227.0343023068336,23.133311737114155,227.0343023068336,
P10,AGEM KANAN,4,NAIK,theta,357.5913184849209,405.67471502667377,357.5913184849209,405.67471502667377,
P10,AGEM KANAN,4,POST,beta,413.25539622159346,127.85760157827443,413.25539622159346,127.85760157827443,
P10,AGEM KANAN,4,POST,mu,810.3236249681154,272.67737044052944,810.3236249681154,272.67737044052944,
P10,AGEM KANAN,4,POST,theta,271.34836809793177,230.84748012393106,271.34836809793177,230.84748012393106,
P10,AGEM KANAN,4,PRA,beta,2.4423667762518706,-75.2952433420072,2.4423667762518706,-75.2952433420072,
P10,AGEM KANAN,4,PRA,mu,9.339286798052832,-57.5871551838024,9.339286798052832,-57.5871551838024,
P10,AGEM KANAN,4,PRA,theta,-65.56925623375422,-64.88004162012282,-65.56925623375422,-64.88004162012282,0.0052833907500477095
P10,AGEM KANAN,4,TAHAN,beta,246.64517681471992,132.6243418672825,246.64517681471992,132.6243418672825,
P10,AGEM KANAN,4,TAHAN,mu,668.9886339432958,275.5300923449449,668.9886339432958,275.5300923449449,
P10,AGEM KANAN,4,TAHAN,theta,752.0916194570675,397.21236453287435,752.0916194570675,397.21236453287435,
P10,AGEM KIRI,3,NAIK,beta,-34.44769504173239,381.593250535652,381.593250535652,-34.44769504173239,
P10,AGEM KIRI,3,NAIK,mu,-64.646731870875,130.0109242302138,130.0109242302138,-64.646731870875,
P10,AGEM KIRI,3,NAIK,theta,145.75758800714988,177.184803465143,177.184803465143,145.75758800714988,
P10,AGEM KIRI,3,POST,beta,-53.71826665651237,101.92393493443002,101.92393493443002,-53.71826665651237,
P10,AGEM KIRI,3,POST,mu,-71.72710096372057,25.63718312592102,25.63718312592102,-71.72710096372057,
P10,AGEM KIRI,3,POST,theta,72.49466362633684,21.024138287737788,21.024138287737788,72.49466362633684,
P10,AGEM KIRI,3,PRA,beta,-68.123123411603,24.04347696195702,24.04347696195702,-68.123123411603,
P10,AGEM KIRI,3,PRA,mu,-84.23652823892957,-41.44560653738646,-41.44560653738646,-84.23652823892957,-0.3404694054385745
P10,AGEM KIRI,3,PRA,theta,-41.04849980264957,-10.846000436748671,-10.846000436748671,-41.04849980264957,-0.5819980773795217
P10,AGEM KIRI,3,TURUN,beta,21.722854493846324,1161.6855553124612,1161.6855553124612,21.722854493846324,
P10,AGEM KIRI,3,TURUN,mu,-66.52147338120243,1434.3942414069168,1434.3942414069168,-66.52147338120243,
