participant_id,task,rep,phase,band,channel,erd_ref_trial_pct,erd_ref_restEDF_pct,is_simulated
P01,NGEED,1,PRA,theta,C3,-39.98024628587395,-27.700223112639865,False
P01,NGEED,1,PRA,theta,C4,-23.93926775432964,-95.32471834566213,False
P01,NGEED,1,PRA,theta,P3,-69.53262224304025,-29.553057288567896,False
P01,NGEED,1,PRA,theta,P4,2.9108262380193706,-81.94304997327684,False
P01,NGEED,1,PRA,theta,O1,108.21690054537724,-47.46933046810876,False
P01,NGEED,1,PRA,theta,O2,-84.94590104185521,-96.68011155343127,False
P01,NGEED,1,PRA,mu,C3,-76.78702576785423,-58.58118887327118,False
P01,NGEED,1,PRA,mu,C4,-67.18403537969307,-91.64537725589193,False
P01,NGEED,1,PRA,mu,P3,-46.84943086821399,-70.40546562018332,False
P01,NGEED,1,PRA,mu,P4,44.312971615995835,28.80835789801428,False
P01,NGEED,1,PRA,mu,O1,50.40541537845664,49.09779017027462,False
P01,NGEED,1,PRA,mu,O2,-33.87692992959585,-76.28774535650712,False
P01,NGEED,1,PRA,beta,C3,-70.3774408042251,-69.47763960701357,False
P01,NGEED,1,PRA,beta,C4,-71.76845116693652,-82.64236400881903,False
P01,NGEED,1,PRA,beta,P3,-31.188853774607995,-39.10885321884795,False
P01,NGEED,1,PRA,beta,P4,94.70938438050484,29.500123150461775,False
P01,NGEED,1,PRA,beta,O1,75.91337316325195,69.73334283236032,False
P01,NGEED,1,PRA,beta,O2,2.4368466123610766,-28.82407498675438,False
P01,NGEED,1,TURUN,theta,C3,13.272840231241156,36.44842854776409,False
P01,NGEED,1,TURUN,theta,C4,-93.7095997204222,-99.61334328296286,False
P01,NGEED,1,TURUN,theta,P3,-83.9306953072485,-62.84441030228738,False
P01,NGEED,1,TURUN,theta,P4,-89.30720513454837,-98.12381972247609,False
P01,NGEED,1,TURUN,theta,O1,149.0661624137839,-37.16354323272866,False
P01,NGEED,1,TURUN,theta,O2,42.71197306637096,-68.52765270858441,False
P01,NGEED,1,TURUN,mu,C3,11.558633146709795,99.05359432402557,False
P01,NGEED,1,TURUN,mu,C4,-95.05739590877005,-98.74166147381331,False
