participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P02,AGEM KANAN,1,NAIK,beta,282.8789470845649,1074.6619152205228,282.8789470845649,1074.6619152205228,
P02,AGEM KANAN,1,NAIK,mu,473.47264836473596,1504.8357973538375,473.47264836473596,1504.8357973538375,
P02,AGEM KANAN,1,POST,beta,290.0432041020565,1319.6934019333773,290.0432041020565,1319.6934019333773,
P02,AGEM KANAN,1,POST,mu,505.49812415741894,1145.5250795283555,505.49812415741894,1145.5250795283555,
P02,AGEM KANAN,1,POST,theta,185.3167206470696,651.5734176082365,185.3167206470696,651.5734176082365,
P02,AGEM KANAN,1,PRA,beta,171.70321257078254,114.57172173950343,171.70321257078254,114.57172173950343,
P02,AGEM KANAN,1,PRA,mu,268.51623606538476,37.281499769110326,268.51623606538476,37.281499769110326,
P02,AGEM KANAN,1,PRA,theta,147.48088186045896,126.51713558299676,147.48088186045896,126.51713558299676,
P02,AGEM KANAN,1,TAHAN,beta,162.41724787108961,396.07305634851815,162.41724787108961,396.07305634851815,
P02,AGEM KANAN,1,TAHAN,mu,58.04974079234929,278.3224363685266,58.04974079234929,278.3224363685266,
P02,AGEM KANAN,1,TAHAN,theta,-47.08166382538785,443.4213967344488,-47.08166382538785,443.4213967344488,
P02,AGEM KANAN,1,TURUN,beta,552.7263674398462,965.7935925570243,552.7263674398462,965.7935925570243,
P02,AGEM KANAN,1,TURUN,mu,214.34523068255368,1260.9409746780311,214.34523068255368,1260.9409746780311,
P02,AGEM KANAN,1,TURUN,theta,453.5037241374853,618.5172003114237,453.5037241374853,618.5172003114237,
P02,AGEM KANAN,2,NAIK,beta,102.98789856930284,81.97999095147998,102.98789856930284,81.97999095147998,
P02,AGEM KANAN,2,NAIK,mu,69.22367117467346,84.47991358642871,69.22367117467346,84.47991358642871,
P02,AGEM KANAN,2,POST,beta,-43.01986852103509,71.14342690384925,-43.01986852103509,71.14342690384925,
P02,AGEM KANAN,2,POST,mu,26.844370751743877,220.58611340938754,26.844370751743877,220.58611340938754,
P02,AGEM KANAN,2,POST,theta,-9.356019178043372,110.3042855333493,-9.356019178043372,110.3042855333493,
P02,AGEM KANAN,2,PRA,beta,5.190874415412699,-43.141173983741055,5.190874415412699,-43.141173983741055,
P02,AGEM KANAN,2,PRA,mu,-34.97527053003428,-44.53469657767281,-34.97527053003428,-44.53469657767281,-0.12022927936429637
P02,AGEM KANAN,2,PRA,theta,32.94614058763047,-31.291387063080123,32.94614058763047,-31.291387063080123,
P02,AGEM KANAN,2,TAHAN,beta,-72.53302586720334,-40.96410877378186,-72.53302586720334,-40.96410877378186,0.27814726066239875
P02,AGEM KANAN,2,TAHAN,mu,-85.04102342075271,-69.90680816205554,-85.04102342075271,-69.90680816205554,0.09767297227782784
P02,AGEM KANAN,2,TAHAN,theta,-79.53860785303988,-58.2919119541749,-79.53860785303988,-58.2919119541749,0.15415087985290188
P02,AGEM KANAN,2,TURUN,beta,17.710334921498752,16.034990928556603,17.710334921498752,16.034990928556603,
P02,AGEM KANAN,2,TURUN,mu,-43.27152920116945,-18.83791060865809,-43.27152920116945,-18.83791060865809,0.3933962158944677
P02,AGEM KANAN,2,TURUN,theta,35.52243717669696,-23.604502113594524,35.52243717669696,-23.604502113594524,
P02,AGEM KANAN,3,NAIK,beta,1126.834797066905,629.3539589772154,1126.834797066905,629.3539589772154,
P02,AGEM KANAN,3,NAIK,mu,843.454525782178,1847.2853402685635,843.454525782178,1847.2853402685635,
P02,AGEM KANAN,3,POST,beta,667.4131474979065,360.9101534560558,667.4131474979065,360.9101534560558,
P02,AGEM KANAN,3,POST,mu,223.188519491119,396.7172370488562,223.188519491119,396.7172370488562,
P02,AGEM KANAN,3,POST,theta,410.875446680574,650.8128648647679,410.875446680574,650.8128648647679,
P02,AGEM KANAN,3,PRA,beta,262.609458381452,76.80192439328337,262.609458381452,76.80192439328337,
P02,AGEM KANAN,3,PRA,mu,154.97155520763098,364.6610302240468,154.97155520763098,364.6610302240468,
P02,AGEM KANAN,3,PRA,theta,206.5945319624756,466.19990378885313,206.5945319624756,466.19990378885313,
P02,AGEM KANAN,3,TAHAN,beta,376.0430745215102,116.61134226777253,376.0430745215102,116.61134226777253,
P02,AGEM KANAN,3,TAHAN,mu,181.25135349909596,227.21062738338492,181.25135349909596,227.21062738338492,
P02,AGEM KANAN,3,TAHAN,theta,252.82223186811433,150.99365449155817,252.82223186811433,150.99365449155817,
P02,AGEM KANAN,3,TURUN,beta,943.8717396245046,567.0652327997042,943.8717396245046,567.0652327997042,
P02,AGEM KANAN,3,TURUN,mu,428.1399511952352,44.8791905989956,428.1399511952352,44.8791905989956,
P02,AGEM KANAN,3,TURUN,theta,772.8262483672827,62.95132138546212,772.8262483672827,62.95132138546212,
P02,AGEM KANAN,4,NAIK,beta,-9.03091622430656,430.1223880400832,-9.03091622430656,430.1223880400832,
P02,AGEM KANAN,4,NAIK,mu,165.6096954411998,576.9680947604222,165.6096954411998,576.9680947604222,
P02,AGEM KANAN,4,POST,beta,-23.15724828437873,107.22430389767155,-23.15724828437873,107.22430389767155,
P02,AGEM KANAN,4,POST,mu,24.19837007481061,68.54675737437583,24.19837007481061,68.54675737437583,
P02,AGEM KANAN,4,POST,theta,-20.799196176614174,43.28214667316552,-20.799196176614174,43.28214667316552,
P02,AGEM KANAN,4,PRA,beta,-64.29368651845688,-26.923085765498048,-64.29368651845688,-26.923085765498048,0.4096900144265721
P02,AGEM KANAN,4,PRA,mu,-26.399418039974886,-68.23865265619342,-26.399418039974886,-68.23865265619342,-0.4420972903234862
P02,AGEM KANAN,4,PRA,theta,-39.359645057814916,-79.8757172079715,-39.359645057814916,-79.8757172079715,-0.3397991282136804
P02,AGEM KANAN,4,TAHAN,beta,-87.79649982701967,171.187686746269,-87.79649982701967,171.187686746269,
