participant_id,task,rep,phase,band,C3,C4,contra,ipsi,li_erd
P36,AGEM KANAN,3,NAIK,beta,32.82943112751636,1937.8930500259985,32.82943112751636,1937.8930500259985,
P36,AGEM KANAN,3,NAIK,mu,207.63158564481697,1120.0570989061018,207.63158564481697,1120.0570989061018,
P36,AGEM KANAN,3,NAIK,theta,744.6892957285988,1411.4615184013207,744.6892957285988,1411.4615184013207,
P36,AGEM KANAN,3,POST,beta,34587.11367396244,11947.107403398877,34587.11367396244,11947.107403398877,
P36,AGEM KANAN,3,POST,mu,97385.50103186961,4405.8958058866165,97385.50103186961,4405.8958058866165,
P36,AGEM KANAN,3,POST,theta,48067.526215599784,19109.837177232894,48067.526215599784,19109.837177232894,
P36,AGEM KANAN,3,PRA,beta,2927.9474417747447,-82.05317224853881,2927.9474417747447,-82.05317224853881,
P36,AGEM KANAN,3,PRA,mu,4218.909070732072,-94.13814377055809,4218.909070732072,-94.13814377055809,
P36,AGEM KANAN,3,PRA,theta,3830.7473103822626,-97.050348215983,3830.7473103822626,-97.050348215983,
P36,AGEM KANAN,3,TAHAN,beta,738.5209159393702,2220.209139495626,738.5209159393702,2220.209139495626,
P36,AGEM KANAN,3,TAHAN,mu,1266.9876325895773,1844.9541214583041,1266.9876325895773,1844.9541214583041,
P36,AGEM KANAN,3,TAHAN,theta,2592.1241940148157,1127.6325435498907,2592.1241940148157,1127.6325435498907,
P36,AGEM KANAN,3,TURUN,beta,9261.764998610852,9161.322931023175,9261.764998610852,9161.322931023175,
P36,AGEM KANAN,3,TURUN,mu,32051.9587130708,7274.0171969795465,32051.9587130708,7274.0171969795465,
P36,AGEM KANAN,4,NAIK,beta,566.2358917615627,216398.59908410633,566.2358917615627,216398.59908410633,
P36,AGEM KANAN,4,NAIK,mu,1609.4809060778443,271284.4093866588,1609.4809060778443,271284.4093866588,
P36,AGEM KANAN,4,NAIK,theta,6325.140336642874,654519.7175635892,6325.140336642874,654519.7175635892,
P36,AGEM KANAN,4,POST,beta,14484.016704513142,2290823.438050077,14484.016704513142,2290823.438050077,
P36,AGEM KANAN,4,POST,mu,31659.316964511443,5765724.267685577,31659.316964511443,5765724.267685577,
P36,AGEM KANAN,4,POST,theta,107563.10337230204,16884818.57016545,107563.10337230204,16884818.57016545,
P36,AGEM KANAN,4,PRA,beta,8983.586427653674,1235251.2504421119,8983.586427653674,1235251.2504421119,
P36,AGEM KANAN,4,PRA,mu,24972.72551160128,9154153.198810257,24972.72551160128,9154153.198810257,
P36,AGEM KANAN,4,PRA,theta,61457.51096542974,12037974.469413297,61457.51096542974,12037974.469413297,
P36,AGEM KANAN,4,TAHAN,beta,3786.9653647114187,1569351.3343762679,3786.9653647114187,1569351.3343762679,
P36,AGEM KANAN,4,TAHAN,mu,5063.39215877209,1633717.4263440717,5063.39215877209,1633717.4263440717,
P36,AGEM KANAN,4,TAHAN,theta,31628.285883919234,2038003.7518324617,31628.285883919234,2038003.7518324617,
P36,AGEM KANAN,4,TURUN,beta,9497.369744478412,1431502.9840338598,9497.369744478412,1431502.9840338598,
P36,AGEM KANAN,4,TURUN,mu,22284.920766459007,8482798.77863129,22284.920766459007,8482798.77863129,
P36,AGEM KANAN,4,TURUN,theta,174744.96555023466,27913280.5074505,174744.96555023466,27913280.5074505,
P36,AGEM KIRI,3,NAIK,beta,96.60562210301893,3093.995570549004,3093.995570549004,96.60562210301893,
P36,AGEM KIRI,3,NAIK,mu,107.0536553481308,5421.9335990468235,5421.9335990468235,107.0536553481308,
P36,AGEM KIRI,3,NAIK,theta,53.318779328376515,10031.869274709452,10031.869274709452,53.318779328376515,
P36,AGEM KIRI,3,POST,beta,521.5456327407488,7835.968297177511,7835.968297177511,521.5456327407488,
P36,AGEM KIRI,3,POST,mu,91.91137727047706,15221.321941747849,15221.321941747849,91.91137727047706,
P36,AGEM KIRI,3,POST,theta,227.48412980310928,62643.35156603133,62643.35156603133,227.48412980310928,
P36,AGEM KIRI,3,PRA,beta,-13.894532754292591,207.2485702484567,207.2485702484567,-13.894532754292591,
P36,AGEM KIRI,3,PRA,mu,-38.002309515861256,1568.3239997546052,1568.3239997546052,-38.002309515861256,
P36,AGEM KIRI,3,PRA,theta,-76.01524921996929,7287.18691904407,7287.18691904407,-76.01524921996929,
P36,AGEM KIRI,3,TAHAN,beta,-56.116178191338705,632.0390523717786,632.0390523717786,-56.116178191338705,
P36,AGEM KIRI,3,TAHAN,mu,-51.924773298413875,2723.1349358405446,2723.1349358405446,-51.924773298413875,
