participant_id,task,rep,phase,band,channel,erd_ref_trial_pct,erd_ref_restEDF_pct,is_simulated
P37,AGEM KANAN,2,PRA,theta,C3,-79.09864538002294,-17.391800327327978,False
P37,AGEM KANAN,2,PRA,theta,C4,-27.89492113653417,226.42572525533535,False
P37,AGEM KANAN,2,PRA,theta,P3,-36.3336719724495,462.3941315023945,False
P37,AGEM KANAN,2,PRA,theta,P4,59.21782173916404,687.6986565956171,False
P37,AGEM KANAN,2,PRA,theta,O1,-75.15857857269403,2046.4236970604552,False
P37,AGEM KANAN,2,PRA,theta,O2,49.4044818115722,489.04263483326264,False
P37,AGEM KANAN,2,PRA,mu,C3,-35.551348789092366,243.67046926330067,False
P37,AGEM KANAN,2,PRA,mu,C4,-60.144014660448185,94.15533363043926,False
P37,AGEM KANAN,2,PRA,mu,P3,-78.12517275129889,340.28518111995,False
P37,AGEM KANAN,2,PRA,mu,P4,-23.96415295236769,301.3809191639649,False
P37,AGEM KANAN,2,PRA,mu,O1,-74.90265254721561,1581.6582298566805,False
P37,AGEM KANAN,2,PRA,mu,O2,66.34242636136605,498.9977146616474,False
P37,AGEM KANAN,2,PRA,beta,C3,-59.41908989633681,73.80904296046398,False
P37,AGEM KANAN,2,PRA,beta,C4,-52.38330563101281,52.12475096187341,False
P37,AGEM KANAN,2,PRA,beta,P3,-57.708304012928394,644.387611081518,False
P37,AGEM KANAN,2,PRA,beta,P4,-29.8462006724472,137.1230646735639,False
P37,AGEM KANAN,2,PRA,beta,O1,-28.300188372779356,2415.741192796754,False
P37,AGEM KANAN,2,PRA,beta,O2,-5.0317243783960635,150.32299594140017,False
P37,AGEM KANAN,2,TURUN,theta,C3,271.5736060777633,1368.5663777327152,False
P37,AGEM KANAN,2,TURUN,theta,C4,1123.2826093718763,5437.902728219281,False
P37,AGEM KANAN,2,TURUN,theta,P3,18.412313735159103,945.9907521831052,False
P37,AGEM KANAN,2,TURUN,theta,P4,3318.0662460588474,16810.206161381655,False
P37,AGEM KANAN,2,TURUN,theta,O1,-26.464844511173535,6253.807118893182,False
P37,AGEM KANAN,2,TURUN,theta,O2,1372.4454691432165,5705.26867919728,False
P37,AGEM KANAN,2,TURUN,mu,C3,69.48453382988669,803.771113588967,False
P37,AGEM KANAN,2,TURUN,mu,C4,577.0215371800238,3198.0577774283793,False
P37,AGEM KANAN,2,TURUN,mu,P3,-42.55069787267156,1056.309766690726,False
P37,AGEM KANAN,2,TURUN,mu,P4,1872.214240535795,10310.999487631385,False
P37,AGEM KANAN,2,TURUN,mu,O1,-87.9354647168202,708.3892166900973,False
P37,AGEM KANAN,2,TURUN,mu,O2,1666.2609297065667,6260.291138786186,False
P37,AGEM KANAN,2,TURUN,beta,C3,107.32220951593891,787.9661576924898,False
P37,AGEM KANAN,2,TURUN,beta,C4,403.95110884305234,1510.0117394885835,False
P37,AGEM KANAN,2,TURUN,beta,P3,-63.6480458979784,539.8406032338112,False
P37,AGEM KANAN,2,TURUN,beta,P4,2806.878869208975,9725.384123293506,False
P37,AGEM KANAN,2,TURUN,beta,O1,-68.53809794106647,1003.9081026448189,False
P37,AGEM KANAN,2,TURUN,beta,O2,429.08854122406836,1294.6028596453202,False
P37,AGEM KANAN,2,TAHAN,theta,C3,-28.353609231790365,183.16726174052374,False
P37,AGEM KANAN,2,TAHAN,theta,C4,-32.10309981730671,207.37494825700074,False
P37,AGEM KANAN,2,TAHAN,theta,P3,-80.60835199496682,71.29539862062566,False
P37,AGEM KANAN,2,TAHAN,theta,P4,17.391211438152343,480.76978152263814,False
P37,AGEM KANAN,2,TAHAN,theta,O1,-95.19174707612687,315.45722524223333,False
P37,AGEM KANAN,2,TAHAN,theta,O2,92.28933665937942,658.1206142064209,False
P37,AGEM KANAN,2,TAHAN,mu,C3,10.409247247449427,488.7539475165435,False
P37,AGEM KANAN,2,TAHAN,mu,C4,-40.1137491234432,191.73121476626932,False
P37,AGEM KANAN,2,TAHAN,mu,P3,-84.31874329978064,215.6242043856357,False
P37,AGEM KANAN,2,TAHAN,mu,P4,-1.8910297691800193,417.9013607201318,False
P37,AGEM KANAN,2,TAHAN,mu,O1,-95.19375686397882,222.04432518566804,False
P37,AGEM KANAN,2,TAHAN,mu,O2,77.62444699416594,539.6241785388285,False
P37,AGEM KANAN,2,TAHAN,beta,C3,-8.957744063059947,289.93623683991154,False
P37,AGEM KANAN,2,TAHAN,beta,C4,38.94997543050602,343.91427604624295,False
P37,AGEM KANAN,2,TAHAN,beta,P3,-85.52994623837445,154.6913407097775,False
P37,AGEM KANAN,2,TAHAN,beta,P4,95.12866429008339,559.5438497363222,False
P37,AGEM KANAN,2,TAHAN,beta,O1,-92.67160689089866,157.1323411200542,False
P37,AGEM KANAN,2,TAHAN,beta,O2,42.99661906915202,276.91894330593027,False
P37,AGEM KANAN,2,NAIK,theta,C3,21322.393523768736,84567.49614336656,False
P37,AGEM KANAN,2,NAIK,theta,C4,221.8739970038568,1357.1505165644214,False
P37,AGEM KANAN,2,NAIK,theta,P3,1023.1008227716186,9820.869184397508,False
P37,AGEM KANAN,2,NAIK,theta,P4,1317.3005435132227,6911.813890699603,False
