participant_id,task,rep,phase,channel,area,hemisphere,t0_video,t1_video,dur_phase_sec,win_sec,compliance,phase_source,flat_frac,valid,is_simulated,theta_db,mu_db,beta_db,broad_db
P04,NGEED,1,PRA,Fp1,frontopolar,kiri,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-3.628796657216718,-2.696618083254343,-0.31838398945553337,-3.0630418333636342
P04,NGEED,1,PRA,F3,frontal,kiri,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-4.5922541923235976,-5.452990864589989,-3.312492454454979,-5.536216247028291
P04,NGEED,1,PRA,C3,sentral,kiri,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-1.6227010478736155,-4.145757444349989,-2.4284601784105977,-3.689254683493047
P04,NGEED,1,PRA,P3,parietal,kiri,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-4.0335268726142175,-2.1902791368995054,-0.949212118934156,-3.3255790633191893
P04,NGEED,1,PRA,O1,oksipital,kiri,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-5.825097274784916,-3.7005177658625783,-1.407195185419976,-3.817510627330158
P04,NGEED,1,PRA,F7,frontotemporal,kiri,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-1.209477720259077,-2.43722508797946,-1.4263565701220138,0.19550495276638813
P04,NGEED,1,PRA,T3,temporal,kiri,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,0.1643429213637404,-4.091911184301644,-1.4596944439190995,-1.9109955110048809
P04,NGEED,1,PRA,T5,temporo-posterior,kiri,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-2.704810986092294,-5.192322174363216,-2.3463629488150595,-3.36883253757485
P04,NGEED,1,PRA,Fp2,frontopolar,kanan,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-3.1464709953214687,-3.2293094066959434,-1.5260094571770288,-2.1829311132563127
P04,NGEED,1,PRA,F4,frontal,kanan,5.0,7.0,2.0,2.0,ok,video,0.4,False,False,,,,
P04,NGEED,1,PRA,C4,sentral,kanan,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-6.057791227368281,-5.251062172221587,-3.0591351419533,-4.3605964055928155
P04,NGEED,1,PRA,P4,parietal,kanan,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-3.738263372449019,-4.746620454912723,-2.5938633588992683,-1.0524735028178362
P04,NGEED,1,PRA,O2,oksipital,kanan,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-5.3830911037735305,-3.4553278368810147,-2.1675286427904723,-3.46826893748608
P04,NGEED,1,PRA,F8,frontotemporal,kanan,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-1.5812053755109936,-6.356201192696261,-3.091818032742122,-1.8088310111658892
P04,NGEED,1,PRA,T4,temporal,kanan,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-6.100404278998294,-3.3426417049534685,-2.017859862811644,-3.3476949040301562
P04,NGEED,1,PRA,T6,temporo-posterior,kanan,5.0,7.0,2.0,2.0,ok,video,0.0,True,False,-3.3690528715155033,-3.9389898365409834,-2.3408988524558794,-1.107188885746531
P04,NGEED,1,TURUN,Fp1,frontopolar,kiri,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,7.636494217075658,7.836940650176452,4.656287686463976,6.4054064380604885
P04,NGEED,1,TURUN,F3,frontal,kiri,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,4.611794093497984,11.988448329946863,6.040685652014066,6.7218497271153055
P04,NGEED,1,TURUN,C3,sentral,kiri,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,10.12445872452524,15.252382005340625,10.572158770145023,11.682225060896545
P04,NGEED,1,TURUN,P3,parietal,kiri,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,4.819814846704922,7.836826833977241,3.9772116414321914,5.197563647899379
P04,NGEED,1,TURUN,O1,oksipital,kiri,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,7.668628185403151,5.470694668755954,3.148444646216884,6.29544525896911
P04,NGEED,1,TURUN,F7,frontotemporal,kiri,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,9.5426037487358,14.340533069594308,15.578183834944834,10.8009195833577
P04,NGEED,1,TURUN,T3,temporal,kiri,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,14.660615415275032,16.62493810958538,13.365271392099043,15.601389144004415
P04,NGEED,1,TURUN,T5,temporo-posterior,kiri,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,9.94211077834742,14.051869761834112,7.75645847152899,8.79035892616972
P04,NGEED,1,TURUN,Fp2,frontopolar,kanan,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,4.9610193114605465,9.801421412876824,5.1851660998090345,6.816673158920217
P04,NGEED,1,TURUN,F4,frontal,kanan,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,5.920243450856397,10.873560820849299,4.49904796863003,6.257718199679871
P04,NGEED,1,TURUN,C4,sentral,kanan,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,8.98570124463635,11.212046974352305,7.141786220281148,7.945764772147797
P04,NGEED,1,TURUN,P4,parietal,kanan,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,8.985570236301655,9.569226586560973,7.884085556974185,7.2907980720559635
P04,NGEED,1,TURUN,O2,oksipital,kanan,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,8.122556862441087,6.888908245874951,3.244270678269711,5.272390505136396
P04,NGEED,1,TURUN,F8,frontotemporal,kanan,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,11.371414019754408,9.755336174464617,10.2437509018939,9.518223364578208
P04,NGEED,1,TURUN,T4,temporal,kanan,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,6.234963395412883,10.583490610581133,4.429735370676202,6.546487485255323
P04,NGEED,1,TURUN,T6,temporo-posterior,kanan,7.171,7.967,1.138,0.797,ok,video,0.0,True,False,10.195913429717429,7.102447828565669,4.137659229054819,7.950305661844322
P04,NGEED,1,TAHAN,Fp1,frontopolar,kiri,8.388,14.026,6.138,5.638,ok,video,0.0,True,False,6.293845451619497,4.894662544416555,3.0955195570760097,4.382148990008915
P04,NGEED,1,TAHAN,F3,frontal,kiri,8.388,14.026,6.138,5.638,ok,video,0.0,True,False,7.121242412737754,6.7691041286918825,6.98966353287706,8.306377913098611
