participant_id,pool,phase,n_seg,is_simulated,level,unit,offset_change,exponent_change,theta_periodic_db,mu_periodic_db,beta_periodic_db,hemisphere,area,n_valid,few_segments,r2,global_offset_db,theta_relative_db,mu_relative_db,beta_relative_db,artifact_prone,noise_floor_db
P38,SEMUA,PRA,10,False,belahan,kiri,14.586221894441348,0.044166218963052506,1.216921075114909,1.6793866533343367,-0.419257693600947,,,,,,,,,,,
P38,SEMUA,PRA,10,False,belahan,kanan,17.83567519460808,0.6534309300106168,1.2549271658752654,0.3092397111347389,1.0366689341689255,,,,,,,,,,,
P38,SEMUA,PRA,10,False,kanal,Fp1,14.816775900130324,0.14958521605860509,2.4616153953142756,1.429981967976397,0.010200911162223436,kiri,frontopolar,10.0,False,0.9952427415500151,14.586221894441348,1.2446943201993665,-0.2494046853579397,0.42945860476317044,,
P38,SEMUA,PRA,10,False,kanal,F3,12.961138462346192,-0.20727943564198315,1.096960647687757,2.525685087231889,-0.46314949740962286,kiri,frontal,10.0,False,0.9848413396073259,14.586221894441348,-0.11996042742715218,0.8462984338975523,-0.043891803808675856,,
P38,SEMUA,PRA,10,False,kanal,C3,14.288387581924965,-0.02279264992859753,0.9967316333567589,1.6888668260711044,-0.7440672477285197,kiri,sentral,10.0,False,0.9912144700171126,14.586221894441348,-0.22018944175815025,0.009480172736767711,-0.32480955412757273,,
P38,SEMUA,PRA,10,False,kanal,P3,15.006348394885052,0.04377078178392613,0.9245713138636324,2.1256825176567156,-0.37536588979227115,kiri,parietal,10.0,False,0.9916696175614126,14.586221894441348,-0.29234976125127665,0.4462958643223789,0.043891803808675856,,
P38,SEMUA,PRA,10,False,kanal,O1,13.0006187971196,0.013395183527308507,2.0264048515274826,1.2485754238793634,-0.49099267234874455,kiri,oksipital,10.0,False,0.9842141967476503,14.586221894441348,0.8094837764125735,-0.4308112294549733,-0.07173497874779755,,
P38,SEMUA,PRA,10,False,kanal,F7,14.701845325643802,0.044561656142178885,0.5888978076940449,1.124546458060602,-0.470246716818298,kiri,frontotemporal,10.0,False,0.9867652010935254,14.586221894441348,-0.6280232674208642,-0.5548401952737347,-0.05098902321735099,,
P38,SEMUA,PRA,10,False,kanal,T3,14.583651780616087,0.25161780246691423,1.9863327625847194,1.7831878158930659,0.44873934832517076,kiri,temporal,10.0,False,0.9881671260898766,14.586221894441348,0.7694116874698103,0.10380116255872918,0.8679970419261178,,
P38,SEMUA,PRA,10,False,kanal,T5,14.588792008266608,0.11981562696011783,1.336881502542061,1.669906480597569,-0.3222954991259954,kiri,temporo-posterior,10.0,False,0.9910039859082167,14.586221894441348,0.11996042742715196,-0.009480172736767711,0.09696219447495158,,
P38,SEMUA,PRA,10,False,kanal,Fp2,16.23411189269774,0.8082349120809371,3.3939488437710983,0.4420032759943946,1.170050048224752,kanan,frontopolar,10.0,False,0.9835623557855496,17.83567519460808,2.139021677895833,0.13276356485965568,0.13338111405582653,,
P38,SEMUA,PRA,10,False,kanal,F4,20.9093882759472,0.24226868631384435,-1.4836425721786333,-1.3745107566044577,-0.07578723787992292,kanan,frontal,9.0,False,0.9854531881364205,17.83567519460808,-2.738569738053899,-1.6837504677391966,-1.1124561720488484,,
P38,SEMUA,PRA,10,False,kanal,C4,13.482846028600505,0.5368057484225478,-0.0009734865335597753,-0.8375244787437044,-0.12134239842232986,kanan,sentral,9.0,False,0.9907915647397177,17.83567519460808,-1.2559006524088252,-1.1467641898784433,-1.1580113325912553,,
P38,SEMUA,PRA,10,False,kanal,P4,19.437238496518418,0.9306050673893433,0.861157096120479,-0.25406054543432566,1.4378205161200017,kanan,parietal,10.0,False,0.9737077019769868,17.83567519460808,-0.39377006975478646,-0.5633002565690646,0.40115158195107625,,
P38,SEMUA,PRA,10,False,kanal,O2,15.920315690027621,0.40415084736832374,2.1853943113535337,0.9679981382233271,1.6070849089190553,kanan,oksipital,10.0,False,0.9731218125630625,17.83567519460808,0.9304671454782683,0.6587584270885882,0.5704159747501298,,
P38,SEMUA,PRA,10,False,kanal,F8,16.10188283533664,0.7700561115986858,1.6486972356300518,0.17647614627508323,-0.03535745383672717,kanan,frontotemporal,10.0,False,0.9934527264900709,17.83567519460808,0.39377006975478634,-0.13276356485965568,-1.0720263880056526,,
