participant_id,task,rep,phase,channel,area,hemisphere,t0_video,t1_video,dur_phase_sec,win_sec,compliance,phase_source,flat_frac,valid,is_simulated,theta_db,mu_db,beta_db,broad_db
P29,NGEED,1,PRA,Fp1,frontopolar,kiri,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,0.2208902539009543,-1.8854354973314642,-1.0250334242039827,3.8291605475808232
P29,NGEED,1,PRA,F3,frontal,kiri,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,1.5060657157183392,-3.823011686464689,0.4543849311134025,4.504717372593575
P29,NGEED,1,PRA,C3,sentral,kiri,0.001,2.001,2.0,2.0,ok,video,0.025,True,False,-1.6644552460708368,-6.14791409980036,-1.8770002174728475,1.5364045209323436
P29,NGEED,1,PRA,P3,parietal,kiri,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,-8.274696784641613,-10.880144191038294,-8.862804415811247,-6.264990846936939
P29,NGEED,1,PRA,O1,oksipital,kiri,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,6.1513685807061975,3.4164507750106132,1.176667918989132,5.90192618805915
P29,NGEED,1,PRA,F7,frontotemporal,kiri,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,4.987478925067034,1.9241713837729222,1.692755541990774,5.675086328537564
P29,NGEED,1,PRA,T3,temporal,kiri,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,6.965964354441567,3.390434354663796,1.255095839030755,7.1109233231679845
P29,NGEED,1,PRA,T5,temporo-posterior,kiri,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,0.5193072936734211,-4.78251298937802,-1.1503559216193366,4.499109484403629
P29,NGEED,1,PRA,Fp2,frontopolar,kanan,0.001,2.001,2.0,2.0,ok,video,1.0,False,False,,,,
P29,NGEED,1,PRA,F4,frontal,kanan,0.001,2.001,2.0,2.0,ok,video,0.225,False,False,,,,
P29,NGEED,1,PRA,C4,sentral,kanan,0.001,2.001,2.0,2.0,ok,video,1.0,False,False,,,,
P29,NGEED,1,PRA,P4,parietal,kanan,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,-1.2386405837582863,-1.4645482275380282,-0.7828934715633586,-0.9273604462151646
P29,NGEED,1,PRA,O2,oksipital,kanan,0.001,2.001,2.0,2.0,ok,video,0.0,True,False,-1.3807611861196598,-2.49516114446547,-0.22891761413670508,3.5816742371192483
P29,NGEED,1,PRA,F8,frontotemporal,kanan,0.001,2.001,2.0,2.0,ok,video,0.925,False,False,,,,
P29,NGEED,1,PRA,T4,temporal,kanan,0.001,2.001,2.0,2.0,ok,video,1.0,False,False,,,,
P29,NGEED,1,PRA,T6,temporo-posterior,kanan,0.001,2.001,2.0,2.0,ok,video,1.0,False,False,,,,
P29,NGEED,1,TURUN,Fp1,frontopolar,kiri,6.986,9.083,2.597,2.097,ok,video,1.0,False,False,,,,
P29,NGEED,1,TURUN,F3,frontal,kiri,6.986,9.083,2.597,2.097,ok,video,0.776,False,False,,,,
P29,NGEED,1,TURUN,C3,sentral,kiri,6.986,9.083,2.597,2.097,ok,video,0.681,False,False,,,,
P29,NGEED,1,TURUN,P3,parietal,kiri,6.986,9.083,2.597,2.097,ok,video,0.0,True,False,-13.305450660787677,-13.269385851549046,-11.975008366459782,-7.8519108421288735
P29,NGEED,1,TURUN,O1,oksipital,kiri,6.986,9.083,2.597,2.097,ok,video,1.0,False,False,,,,
P29,NGEED,1,TURUN,F7,frontotemporal,kiri,6.986,9.083,2.597,2.097,ok,video,1.0,False,False,,,,
P29,NGEED,1,TURUN,T3,temporal,kiri,6.986,9.083,2.597,2.097,ok,video,1.0,False,False,,,,
P29,NGEED,1,TURUN,T5,temporo-posterior,kiri,6.986,9.083,2.597,2.097,ok,video,0.871,False,False,,,,
P29,NGEED,1,TURUN,Fp2,frontopolar,kanan,6.986,9.083,2.597,2.097,ok,video,0.0,True,False,-12.193541378724918,-12.472134455372744,-12.026417690308396,-10.164780911247908
P29,NGEED,1,TURUN,F4,frontal,kanan,6.986,9.083,2.597,2.097,ok,video,0.776,False,False,,,,
P29,NGEED,1,TURUN,C4,sentral,kanan,6.986,9.083,2.597,2.097,ok,video,0.0,True,False,-0.405681502666944,-2.117187758259327,-0.30374948962936443,-0.4534291415631131
P29,NGEED,1,TURUN,P4,parietal,kanan,6.986,9.083,2.597,2.097,ok,video,1.0,False,False,,,,
P29,NGEED,1,TURUN,O2,oksipital,kanan,6.986,9.083,2.597,2.097,ok,video,1.0,False,False,,,,
P29,NGEED,1,TURUN,F8,frontotemporal,kanan,6.986,9.083,2.597,2.097,ok,video,0.014,True,False,-6.21407790400924,-8.888446625024734,-8.384542600548762,-5.5079252393756875
P29,NGEED,1,TURUN,T4,temporal,kanan,6.986,9.083,2.597,2.097,ok,video,0.0,True,False,0.9404909803730632,-0.08599637897508927,1.6716709750785768,1.5055547175462323
P29,NGEED,1,TURUN,T6,temporo-posterior,kanan,6.986,9.083,2.597,2.097,ok,video,0.0,True,False,-0.9646142008742373,-3.1344329113551126,-1.765422350822913,-1.6066798694116535
P29,NGEED,1,TAHAN,Fp1,frontopolar,kiri,9.583,11.957,2.874,2.374,ok,video,0.789,False,False,,,,
P29,NGEED,1,TAHAN,F3,frontal,kiri,9.583,11.957,2.874,2.374,ok,video,1.0,False,False,,,,
P29,NGEED,1,TAHAN,C3,sentral,kiri,9.583,11.957,2.874,2.374,ok,video,1.0,False,False,,,,
P29,NGEED,1,TAHAN,P3,parietal,kiri,9.583,11.957,2.874,2.374,ok,video,0.0,True,False,-3.829693392081449,-4.987071685109619,-4.4715710095253876,-1.421318066194754
P29,NGEED,1,TAHAN,O1,oksipital,kiri,9.583,11.957,2.874,2.374,ok,video,1.0,False,False,,,,
P29,NGEED,1,TAHAN,F7,frontotemporal,kiri,9.583,11.957,2.874,2.374,ok,video,1.0,False,False,,,,
P29,NGEED,1,TAHAN,T3,temporal,kiri,9.583,11.957,2.874,2.374,ok,video,1.0,False,False,,,,
P29,NGEED,1,TAHAN,T5,temporo-posterior,kiri,9.583,11.957,2.874,2.374,ok,video,1.0,False,False,,,,
P29,NGEED,1,TAHAN,Fp2,frontopolar,kanan,9.583,11.957,2.874,2.374,ok,video,0.211,False,False,,,,
P29,NGEED,1,TAHAN,F4,frontal,kanan,9.583,11.957,2.874,2.374,ok,video,1.0,False,False,,,,
P29,NGEED,1,TAHAN,C4,sentral,kanan,9.583,11.957,2.874,2.374,ok,video,0.0,True,False,-4.185641328445694,-7.086605440663362,-6.004693450936735,-4.031216830765516
P29,NGEED,1,TAHAN,P4,parietal,kanan,9.583,11.957,2.874,2.374,ok,video,0.873,False,False,,,,
P29,NGEED,1,TAHAN,O2,oksipital,kanan,9.583,11.957,2.874,2.374,ok,video,0.789,False,False,,,,
P29,NGEED,1,TAHAN,F8,frontotemporal,kanan,9.583,11.957,2.874,2.374,ok,video,1.0,False,False,,,,
P29,NGEED,1,TAHAN,T4,temporal,kanan,9.583,11.957,2.874,2.374,ok,video,0.0,True,False,-1.6345935208192195,-3.3894910392698634,-3.883362362137653,-1.2530080278922213
P29,NGEED,1,TAHAN,T6,temporo-posterior,kanan,9.583,11.957,2.874,2.374,ok,video,0.0,True,False,-6.297373924535229,-10.862300091930177,-10.039705038465144,-7.248148778539388
P29,NGEED,1,NAIK,Fp1,frontopolar,kiri,12.457,13.693,1.736,1.236,ok,video,0.0,True,False,3.883653905354546,-1.0234607369328899,1.1363067279965264,4.086332352894551
P29,NGEED,1,NAIK,F3,frontal,kiri,12.457,13.693,1.736,1.236,ok,video,1.0,False,False,,,,
P29,NGEED,1,NAIK,C3,sentral,kiri,12.457,13.693,1.736,1.236,ok,video,1.0,False,False,,,,
P29,NGEED,1,NAIK,P3,parietal,kiri,12.457,13.693,1.736,1.236,ok,video,0.0,True,False,-6.9034827290391085,-8.367607985837026,-6.604250174614524,-3.3345266935831006
P29,NGEED,1,NAIK,O1,oksipital,kiri,12.457,13.693,1.736,1.236,ok,video,0.484,False,False,,,,
P29,NGEED,1,NAIK,F7,frontotemporal,kiri,12.457,13.693,1.736,1.236,ok,video,0.968,False,False,,,,
P29,NGEED,1,NAIK,T3,temporal,kiri,12.457,13.693,1.736,1.236,ok,video,1.0,False,False,,,,
P29,NGEED,1,NAIK,T5,temporo-posterior,kiri,12.457,13.693,1.736,1.236,ok,video,1.0,False,False,,,,
P29,NGEED,1,NAIK,Fp2,frontopolar,kanan,12.457,13.693,1.736,1.236,ok,video,1.0,False,False,,,,
P29,NGEED,1,NAIK,F4,frontal,kanan,12.457,13.693,1.736,1.236,ok,video,1.0,False,False,,,,
P29,NGEED,1,NAIK,C4,sentral,kanan,12.457,13.693,1.736,1.236,ok,video,0.516,False,False,,,,
P29,NGEED,1,NAIK,P4,parietal,kanan,12.457,13.693,1.736,1.236,ok,video,0.0,True,False,-2.0791788513700595,-0.4318448762034137,0.4632748755767899,-0.012955770943712253
P29,NGEED,1,NAIK,O2,oksipital,kanan,12.457,13.693,1.736,1.236,ok,video,0.0,True,False,-2.2320371135070616,-0.1958042707851675,-0.17021414020666725,3.3150029548065802
P29,NGEED,1,NAIK,F8,frontotemporal,kanan,12.457,13.693,1.736,1.236,ok,video,1.0,False,False,,,,
P29,NGEED,1,NAIK,T4,temporal,kanan,12.457,13.693,1.736,1.236,ok,video,0.677,False,False,,,,
P29,NGEED,1,NAIK,T6,temporo-posterior,kanan,12.457,13.693,1.736,1.236,ok,video,1.0,False,False,,,,
P29,NGEED,1,POST,Fp1,frontopolar,kiri,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,-0.321389377099095,-1.8407420518837725,-4.582785452614154,2.4916082297510194
P29,NGEED,1,POST,F3,frontal,kiri,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,0.9548869995870533,-4.387633281898239,-3.5218252198520226,3.0629621569072327
P29,NGEED,1,POST,C3,sentral,kiri,14.443,15.943,1.5,1.5,ok,video,0.14,False,False,,,,
P29,NGEED,1,POST,P3,parietal,kiri,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,-8.096760948607582,-10.884871638217447,-7.705131371825431,-5.785955188774704
P29,NGEED,1,POST,O1,oksipital,kiri,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,3.6522056417352324,1.8823782882889013,2.6991935964857134,5.5997069325102515
P29,NGEED,1,POST,F7,frontotemporal,kiri,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,-0.16860008714220598,0.7537430785825947,0.47529065402872206,6.119572044469873
P29,NGEED,1,POST,T3,temporal,kiri,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,4.713252410523808,0.16634324945782453,0.17960233445601226,5.882463328485038
P29,NGEED,1,POST,T5,temporo-posterior,kiri,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,0.4649513708577828,-5.679446985209882,-4.573883513535019,2.2371091248395096
P29,NGEED,1,POST,Fp2,frontopolar,kanan,14.443,15.943,1.5,1.5,ok,video,1.0,False,False,,,,
P29,NGEED,1,POST,F4,frontal,kanan,14.443,15.943,1.5,1.5,ok,video,0.14,False,False,,,,
P29,NGEED,1,POST,C4,sentral,kanan,14.443,15.943,1.5,1.5,ok,video,1.0,False,False,,,,
P29,NGEED,1,POST,P4,parietal,kanan,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,-4.414577392262846,-3.4959481810825253,-3.209411977002855,-2.361175014411412
P29,NGEED,1,POST,O2,oksipital,kanan,14.443,15.943,1.5,1.5,ok,video,0.0,True,False,-0.7289477752185682,-1.6927752502065623,-0.9130140077446001,3.019908254715922
P29,NGEED,1,POST,F8,frontotemporal,kanan,14.443,15.943,1.5,1.5,ok,video,1.0,False,False,,,,
P29,NGEED,1,POST,T4,temporal,kanan,14.443,15.943,1.5,1.5,ok,video,1.0,False,False,,,,
P29,NGEED,1,POST,T6,temporo-posterior,kanan,14.443,15.943,1.5,1.5,ok,video,1.0,False,False,,,,
P29,NGEED,2,PRA,Fp1,frontopolar,kiri,20.609,22.609,2.0,2.0,ok,video,1.0,False,False,,,,
P29,NGEED,2,PRA,F3,frontal,kiri,20.609,22.609,2.0,2.0,ok,video,0.0,True,False,-1.1427041919663488,-2.921932211978362,-3.3863459751294656,2.7504342149997214
P29,NGEED,2,PRA,C3,sentral,kiri,20.609,22.609,2.0,2.0,ok,video,0.0,True,False,-2.1892648769920307,-4.0189263904264685,-4.656092880500793,0.5002204671608581
P29,NGEED,2,PRA,P3,parietal,kiri,20.609,22.609,2.0,2.0,ok,video,0.0,True,False,-15.272180148529607,-15.666385140873412,-13.198657057078261,-12.198537065521542
P29,NGEED,2,PRA,O1,oksipital,kiri,20.609,22.609,2.0,2.0,ok,video,0.0,True,False,0.14636502793560524,-0.5893613431407516,-2.078555091108619,1.1703191448438552
P29,NGEED,2,PRA,F7,frontotemporal,kiri,20.609,22.609,2.0,2.0,ok,video,0.0,True,False,1.2450654630733844,-0.7579828625391958,-2.040967198084889,2.065141187398197
P29,NGEED,2,PRA,T3,temporal,kiri,20.609,22.609,2.0,2.0,ok,video,0.0,True,False,1.6979535885891721,1.3339530531004158,-1.180240960345099,3.7876096145505294
P29,NGEED,2,PRA,T5,temporo-posterior,kiri,20.609,22.609,2.0,2.0,ok,video,0.0,True,False,-2.7197949483125115,-3.394255952697719,-4.568053309938755,2.354687823619056
